pctORB,pctDRB,pctAST,pctSTL,pctBLK,pctTOV,ptsPerGame,pctUSG,ratioPER,pctFTRate,pctFT,fgaPerMinute,FG% by Distance 2P,FG% by Distance (3P),% of FG Ast'd 2P,% of FGA by Distance 3P,Corner 3s %3PA,% of FG Ast'd 3P,Dunks,% of FGA by Distance (0-3),% of FGA by Distance (3-10),% of FGA by Distance (10-16),% of FGA by Distance (16-3P)
0.027000000000000003,0.127,0.184,0.018000000000000002,0.9,0.149,18.5,0.27399999999999997,14.6,0.288,0.816,15.9,0.449,0.337,0.487,0.339,0.156,0.893,0.009,0.268,0.096,0.059,0.237
0.048,0.205,0.081,0.021,0.023,0.17800000000000002,4.4,0.162,10.1,0.272,0.643,9.2,0.46,0,0.739,0.029,0.667,NA,0.049,0.282,0.243,0.146,0.301
0.033,0.187,0.349,0.021,0.013000000000000001,0.138,26.7,0.315,27.3,0.446,0.759,17.5,0.552,0.33,0.284,0.188,0.211,0.609,0.068,0.284,0.172,0.094,0.262
0.052000000000000005,0.185,0.096,0.013999999999999999,0.012,0.073,18,0.26,16.8,0.267,0.731,17.1,0.462,0.346,0.792,0.3,0.163,0.978,0.007,0.164,0.239,0.094,0.203
0.085,0.154,0.09300000000000001,0.027000000000000003,0,0.141,5.5,0.136,13.3,0.708,0.652,7.3,0.492,0.25,0.467,0.062,0.75,1,0.123,0.585,0.154,0.108,0.092
0.096,0.23199999999999998,0.092,0.8,0.042,0.068,18.6,0.242,20.1,0.219,0.761,16.2,0.496,NA,0.584,0,NA,NA,0.058,0.315,0.332,0.19,0.163
0.026000000000000002,0.11800000000000001,0.065,0.8,0.01,0.113,11,0.154,12.4,0.304,0.759,9.4,0.504,0.44,0.751,0.478,0.599,0.985,0.081,0.226,0.078,0.042,0.176
0.11699999999999999,0.10300000000000001,0.081,0.026000000000000002,0.02,0.175,1.8,0.08800000000000001,8,0.337,0.414,5.2,0.364,0.222,0.429,0.105,0.222,0.5,0.058,0.593,0.116,0.047,0.14
0.022000000000000002,0.106,0.259,0.023,0.8,0.124,16.2,0.255,15.6,0.266,0.809,15.4,0.422,0.323,0.24,0.327,0.106,0.735,0.006,0.256,0.149,0.109,0.159
0.012,0.083,0.284,0.017,0.2,0.155,4.1,0.165,11.1,0.158,0.902,10.9,0.437,0.2,0.47,0.116,0.3,1,0,0.108,0.058,0.089,0.629
0.078,0.18,0.035,0.012,0.022000000000000002,0.11599999999999999,5.6,0.174,10.1,0.262,0.681,11.2,0.425,0.231,0.732,0.037,0.077,1,0.095,0.222,0.13,0.161,0.45
0.11800000000000001,0.17800000000000002,0.068,0.015,0.036000000000000004,0.109,9.6,0.153,17.6,0.323,0.788,9.6,0.569,0,0.641,0.002,1,NA,0.145,0.564,0.212,0.026,0.196
0.047,0.115,0.281,0.01,0.3,0.256,2.9,0.251,9.3,0.218,0.591,13.1,0.461,0.417,0.122,0.119,0.25,0.8,0,0.287,0.327,0.079,0.188
0.10300000000000001,0.182,0.032,0.012,0.053,0.251,2.4,0.135,10.2,0.952,0.75,5.5,0.429,NA,0.667,0,NA,NA,0.333,0.667,0,0,0.333
0.052000000000000005,0.154,0.16399999999999998,0.021,0.034,0.193,7.1,0.182,12.6,0.3,0.662,10.4,0.493,0.235,0.53,0.143,0.471,0.875,0.139,0.435,0.135,0.059,0.228
0.027999999999999997,0.109,0.24,0.01,0.2,0.10300000000000001,18.2,0.263,16.4,0.209,0.802,16.4,0.494,0.297,0.388,0.258,0.383,0.843,0.018,0.176,0.235,0.114,0.217
0.025,0.065,0.174,0.5,0.8,0.11800000000000001,4.3,0.20199999999999999,8.3,0.303,0.9,12.6,0.367,0.333,0.636,0.091,0.667,1,0,0.273,0.061,0.091,0.485
0.027000000000000003,0.10400000000000001,0.11,0.013999999999999999,0.02,0.11599999999999999,9,0.168,10.2,0.135,0.696,11.9,0.427,0.356,0.595,0.424,0.246,0.845,0.047,0.12,0.062,0.07,0.324
0.8,0.114,0.095,0.017,0.9,0.109,6.3,0.214,13.7,0.421,0.767,13.1,0.491,0.359,0.291,0.182,0.795,0.929,0.023,0.22,0.196,0.131,0.271
0.054000000000000006,0.159,0.20800000000000002,0.019,0.017,0.16,2.3,0.217,10.6,0.378,0.824,12,0.341,0,0.357,0.089,0.75,NA,0.022,0.267,0.311,0.2,0.133
0.019,0.099,0.040999999999999995,0.01,0.01,0.053,5.9,0.12,11.1,0.208,0.833,8,0.39,0.429,0.957,0.829,0.495,0.992,0,0.003,0.009,0.009,0.15
0.095,0.142,0.085,0.012,0.03,0.191,3.6,0.154,8.5,0.512,0.661,8.2,0.408,0,0.755,0.008,0,NA,0.14,0.339,0.223,0.149,0.281
0.11900000000000001,0.209,0.032,0.01,0.054000000000000006,0.188,7.1,0.11699999999999999,14.8,0.636,0.452,6,0.688,0,0.667,0.003,0,NA,0.513,0.806,0.185,0.003,0.003
0.07200000000000001,0.24100000000000002,0.1,0.01,0.045,0.126,12.4,0.244,15.7,0.152,0.754,16.2,0.471,NA,0.706,0,NA,NA,0.029,0.263,0.231,0.234,0.271
0.031,0.08199999999999999,0.05,0.9,0.7,0.065,0.7,0.127,1.6,0.071,0.5,9,0.3,0.125,0.833,0.286,0.375,1,0,0.143,0.036,0.179,0.357
0.016,0.134,0.354,0.027000000000000003,0.8,0.221,7.9,0.14300000000000002,14.4,0.129,0.87,8.1,0.4,0.34,0.402,0.656,0.153,0.895,0,0.081,0.055,0.045,0.163
0.06,0.138,0.149,0.021,0.03,0.15,11.7,0.17800000000000002,16.6,0.498,0.77,9.8,0.489,0.367,0.696,0.181,0.153,0.972,0.133,0.428,0.111,0.026,0.255
0.040999999999999995,0.165,0.062,0.01,0.5,0.13,11.2,0.217,10.1,0.16,0.631,14.2,0.505,0.298,0.597,0.323,0.282,0.923,0.032,0.227,0.197,0.111,0.143
0.9,0.095,0.121,0.011000000000000001,0.9,0.092,8.3,0.183,13,0.156,0.885,12.2,0.455,0.415,0.869,0.519,0.253,0.95,0.002,0.031,0.018,0.061,0.372
0.146,0.191,0.025,0.011000000000000001,0.044000000000000004,0.155,3.2,0.19899999999999998,12.6,0.287,0.558,12.4,0.459,0,0.515,0.013,0.5,NA,0.1,0.38,0.48,0.06,0.067
0.099,0.154,0.027999999999999997,0.9,0.012,0.098,8.1,0.16899999999999998,13.1,0.323,0.774,10.4,0.511,NA,0.749,0,NA,NA,0.077,0.369,0.17,0.097,0.363
0.09300000000000001,0.10800000000000001,0.052000000000000005,0.01,0.012,0.11800000000000001,11.9,0.205,14.8,0.419,0.74,12.3,0.505,0,0.525,0.006,0.25,NA,0.073,0.284,0.268,0.169,0.274
0.019,0.08199999999999999,0.163,0.022000000000000002,0,0.16699999999999998,4.2,0.157,9.9,0.344,0.734,9.2,0.5,0.167,0.36,0.194,0.611,0.833,0,0.403,0.145,0.108,0.151
0,0,0,0,0,0,0,0,-9.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.038,0.076,0.28300000000000003,0.019,0.1,0.14800000000000002,11.7,0.196,17.9,0.327,0.764,11.8,0.536,0.404,0.227,0.249,0.251,0.942,0.003,0.426,0.142,0.063,0.121
0.033,0.10400000000000001,0.08900000000000001,0.017,0.7,0.098,8.3,0.179,12.6,0.208,0.792,12,0.453,0.408,0.522,0.302,0.31,0.972,0.04,0.233,0.123,0.104,0.238
0.091,0.21899999999999997,0.14,0.013999999999999999,0.9,0.134,16.5,0.212,17.8,0.273,0.787,13.4,0.508,0.333,0.675,0.003,0,1,0.086,0.354,0.236,0.12,0.287
0.044000000000000004,0.14,0.081,0.015,0.013000000000000001,0.122,11.7,0.17600000000000002,12,0.165,0.802,11.5,0.488,0.357,0.545,0.419,0.393,0.989,0.012,0.125,0.174,0.136,0.146
0.047,0.08900000000000001,0.204,0.059000000000000004,0.024,0.17800000000000002,2.6,0.156,14.8,0.347,0.76,9.1,0.403,0.2,0.407,0.069,0.2,0,0,0.417,0.264,0.056,0.194
0.027999999999999997,0.11599999999999999,0.225,0.02,0.019,0.163,6.6,0.201,14.3,0.315,0.864,11.3,0.468,0.25,0.293,0.01,0.5,1,0.06,0.249,0.222,0.34,0.179
0.078,0.12300000000000001,0.08800000000000001,0.9,0.032,0.10400000000000001,20.4,0.273,19.3,0.374,0.787,16.3,0.492,0,0.637,0.001,0,NA,0.072,0.242,0.437,0.15,0.17
0.095,0.156,0.013000000000000001,0.9,0.034,0.107,6.4,0.204,13.9,0.28,0.74,13,0.501,NA,0.726,0,NA,NA,0.092,0.412,0.336,0.162,0.09
0.13699999999999998,0.342,0.11800000000000001,0.9,0.8,0.111,20.2,0.22899999999999998,24.3,0.486,0.85,14.1,0.483,0.417,0.525,0.206,0.081,0.989,0.026,0.352,0.259,0.078,0.105
0.039,0.09699999999999999,0.294,0.02,0.6,0.147,13.5,0.18600000000000003,16.5,0.31,0.765,11.4,0.464,0.376,0.319,0.424,0.169,0.636,0,0.225,0.143,0.057,0.151
0,0,0.15,0,0,0,1,0.17800000000000002,-0.1,0.667,0,10.8,0.5,0,0,0.333,0,NA,0,0,0,0,0.667
0.036000000000000004,0.168,0.113,0.8,0.3,0.153,12,0.27699999999999997,15.8,0.581,0.834,14.4,0.468,0.359,0.604,0.14,0.346,0.964,0.02,0.267,0.093,0.091,0.41
0.136,0.312,0.027999999999999997,0.013000000000000001,0.01,0.14300000000000002,1.9,0.10300000000000001,12.7,0.818,0.5,5,0.591,NA,0.538,0,NA,NA,0.136,0.545,0.455,0,0
0.107,0.17800000000000002,0.025,0.015,0.023,0.157,3.1,0.153,13.7,0.837,0.768,7.2,0.573,0,0.782,0.02,0,NA,0.224,0.571,0.184,0.102,0.122
0.091,0.192,0.083,0.016,0.017,0.125,12.5,0.215,17,0.197,0.768,13.3,0.536,0.152,0.685,0.04,0.576,1,0.096,0.361,0.428,0.119,0.053
0.09,0.14800000000000002,0.028999999999999998,0.8,0.02,0.188,1.6,0.131,4.9,0.182,0.625,7.6,0.405,1,0.882,0.045,0.5,1,0.023,0.227,0.068,0.045,0.614
0.040999999999999995,0.11800000000000001,0.052000000000000005,0.017,0.8,0.07400000000000001,4,0.17600000000000002,11.7,0.22,0.7,12.1,0.386,0.394,0.719,0.544,0.293,1,0,0.11,0.055,0.06,0.231
0.065,0.209,0.136,0.018000000000000002,0.022000000000000002,0.13,8.6,0.16399999999999998,14.1,0.199,0.583,10.6,0.518,0.222,0.667,0.025,0.222,1,0.191,0.45,0.202,0.088,0.235
0.012,0.1,0.13,0.016,0.4,0.105,23.5,0.29600000000000004,21.4,0.528,0.888,17.5,0.467,0.383,0.48,0.362,0.129,0.869,0.035,0.186,0.128,0.105,0.219
0.018000000000000002,0.13699999999999998,0.08800000000000001,0.9,0.5,0.069,2.9,0.122,7.1,0.13,0.7,8.7,0.303,0.364,0.7,0.571,0.341,0.813,0,0.065,0.026,0.039,0.299
0.02,0.09699999999999999,0.102,0.02,0.3,0.11,15.9,0.213,15.5,0.322,0.844,12.8,0.476,0.407,0.545,0.386,0.344,0.961,0.02,0.278,0.161,0.073,0.102
0.083,0.147,0.027000000000000003,0.013999999999999999,0.018000000000000002,0.159,4.2,0.139,9.4,0.524,0.515,7.3,0.492,NA,0.656,0,NA,NA,0.159,0.492,0.217,0.175,0.116
0.025,0.091,0.303,0.015,0.4,0.177,4.2,0.165,11.7,0.177,0.729,10,0.409,0.385,0.113,0.288,0.094,0.946,0,0.117,0.306,0.129,0.159
0.022000000000000002,0.087,0.121,0.02,0.011000000000000001,0.11,11.3,0.218,12.6,0.175,0.756,14.4,0.431,0.364,0.534,0.353,0.307,0.917,0.011,0.153,0.127,0.08,0.286
0.092,0.14300000000000002,0.053,0.018000000000000002,0.011000000000000001,0.131,6.7,0.131,11.5,0.439,0.707,7.4,0.47,0,0.707,0.016,0.571,NA,0.03,0.512,0.084,0.107,0.28
0.105,0.223,0.09,0.013000000000000001,0.02,0.16,5.3,0.149,12.8,0.224,0.675,8.9,0.493,0,0.888,0.003,0,NA,0.078,0.256,0.047,0.174,0.52
0.11199999999999999,0.222,0.027999999999999997,0.01,0.067,0.126,10.1,0.163,17.4,0.381,0.583,9.9,0.552,0,0.536,0.005,0,NA,0.268,0.57,0.323,0.076,0.026
0.034,0.154,0.23600000000000002,0.021,0.016,0.152,8,0.18600000000000003,14.9,0.251,0.698,11,0.462,0.341,0.35,0.171,0.057,0.867,0.045,0.241,0.111,0.113,0.364
0.1,0.218,0.09,0.7,0.035,0.11199999999999999,3.3,0.138,10.4,0.214,0.769,8.6,0.4,0,0.514,0.011,0.5,NA,0.06,0.407,0.154,0.088,0.341
0.076,0.188,0.15,0.015,0.026000000000000002,0.175,7.4,0.147,16,0.308,0.739,8.7,0.577,0.383,0.654,0.155,0.133,1,0.202,0.479,0.179,0.067,0.119
0.012,0.084,0.057,0.016,0.1,0.085,10.5,0.157,12.6,0.298,0.894,10,0.468,0.397,0.779,0.611,0.25,0.978,0.007,0.163,0.054,0.067,0.105
0.10400000000000001,0.28,0.08,0,0,0.4,0.3,0.068,-0.1,0,0,3.1,0.333,NA,0,0,NA,NA,0,1,0,0,0
0.033,0.124,0.11699999999999999,0.02,0.016,0.086,12.8,0.251,14.4,0.218,0.811,16.4,0.459,0.322,0.525,0.377,0.139,0.908,0.04,0.207,0.161,0.076,0.179
0.085,0.154,0.099,0.016,0.063,0.19399999999999998,8.8,0.19699999999999998,12.2,0.199,0.557,12.3,0.469,NA,0.509,0,NA,NA,0.062,0.327,0.614,0.057,0.002
0.043,0.099,0.35700000000000004,0.023,0.4,0.168,12.7,0.20600000000000002,17.8,0.346,0.853,11.5,0.476,0.108,0.359,0.044,0.108,1,0,0.276,0.217,0.219,0.244
0.049,0.19899999999999998,0.214,0.013999999999999999,0.013999999999999999,0.138,6.4,0.17,16.3,0.318,0.83,10.5,0.487,0.374,0.696,0.361,0.028,1,0.007,0.233,0.122,0.098,0.186
0.057,0.195,0.091,0.013000000000000001,0.2,0.159,5.6,0.14400000000000002,9.7,0.168,0.676,8.7,0.452,0.364,0.658,0.584,0.305,0.977,0.005,0.144,0.074,0.03,0.168
0.027999999999999997,0.052000000000000005,0.243,0.019,0.1,0.151,5.5,0.245,13,0.143,0.766,15.1,0.451,0.353,0.216,0.405,0.346,0.979,0,0.201,0.079,0.085,0.229
0.075,0.19399999999999998,0.126,0.021,0.022000000000000002,0.113,17.3,0.226,19.8,0.342,0.757,13.7,0.535,0.391,0.678,0.023,0.087,1,0.043,0.347,0.188,0.166,0.275
0.087,0.249,0.073,0,0.061,0.13699999999999998,10.2,0.248,19.8,0.432,0.938,14.6,0.486,NA,0.667,0,NA,NA,0.027,0.162,0.568,0.27,0
0.132,0.212,0.033,0.012,0.035,0.12300000000000001,7.1,0.20600000000000002,15.9,0.25,0.598,12.6,0.523,0,0.684,0.002,1,NA,0.094,0.484,0.196,0.246,0.071
0.13,0.204,0.075,0.023,0.016,0.11,9.4,0.154,18,0.424,0.622,8.9,0.552,0,0.568,0.002,0,NA,0.055,0.74,0.173,0.047,0.038
0.025,0.16,0.078,0.013999999999999999,0.024,0.079,4.3,0.12,10.1,0.069,0.882,8.6,0.504,0.309,0.841,0.496,0.439,0.947,0.093,0.177,0.036,0.056,0.234
0.023,0.08800000000000001,0.063,0.5,0.3,0.075,13.2,0.18,12.1,0.173,0.897,12,0.469,0.423,0.509,0.419,0.373,0.945,0,0.081,0.115,0.163,0.223
0.1,0.16399999999999998,0.042,0.013999999999999999,0.035,0.183,3.6,0.162,10.8,0.391,0.712,9.1,0.474,NA,0.683,0,NA,NA,0.248,0.534,0.195,0.09,0.18
0.086,0.24,0,0.012,0.026000000000000002,0.19,1.9,0.225,3.5,0.5,0.5,11.9,0.321,NA,0.778,0,NA,NA,0.179,0.393,0.214,0.071,0.321
0.057999999999999996,0.23399999999999999,0.076,0.017,0.5,0.136,3.1,0.14800000000000002,8,0.263,0.667,8.8,0.457,0.152,0.622,0.289,0.182,0.8,0.044,0.211,0.088,0.14,0.272
0.027999999999999997,0.07400000000000001,0,0.013000000000000001,0.048,0.226,0.9,0.073,5.3,0.024,0.5,2.3,0.8,NA,0.75,0,NA,NA,0.4,0.4,0.2,0.4,0
0.045,0.098,0.08199999999999999,0.016,0.013000000000000001,0.145,2.2,0.113,5.5,0.153,0.545,7,0.395,0.324,0.6,0.472,0.147,1,0.014,0.208,0.069,0.028,0.222
0.018000000000000002,0.102,0.531,0.01,0.1,0.22399999999999998,14.7,0.214,20.8,0.307,0.912,11.7,0.525,0.395,0.094,0.253,0.02,0.321,0,0.147,0.163,0.189,0.249
0.015,0.11800000000000001,0.091,0.8,0.2,0.10300000000000001,9.8,0.20600000000000002,13.1,0.165,0.808,13.5,0.481,0.419,0.532,0.487,0.256,0.814,0,0.044,0.161,0.158,0.149
0.019,0.09300000000000001,0.337,0.017,0.1,0.17600000000000002,13.1,0.22,15.4,0.193,0.802,13,0.471,0.401,0.137,0.354,0.165,0.622,0,0.209,0.121,0.092,0.224
0.139,0.228,0.107,0.016,0.035,0.157,11.7,0.168,18.8,0.468,0.739,9.2,0.526,0,0.573,0.002,0,NA,0.162,0.6,0.256,0.035,0.107
0.024,0.18600000000000003,0.07400000000000001,0.8,0.012,0.134,6.1,0.174,10.1,0.22,0.803,10.7,0.478,0.356,0.645,0.426,0.331,1,0.018,0.195,0.166,0.097,0.116
0.022000000000000002,0.126,0.022000000000000002,0.2,0.017,0.054000000000000006,3.5,0.16,17.8,0.119,0.01,11.2,0.429,0.565,0.778,0.687,0.435,1,0,0,0.015,0.06,0.239
0.024,0.20800000000000002,0.142,0.8,0.013999999999999999,0.091,23,0.282,23.4,0.376,0.892,17,0.538,0.393,0.59,0.142,0.226,0.97,0.008,0.128,0.13,0.256,0.344
0.076,0.17,0.043,0.2,0.054000000000000006,0.174,5.4,0.172,9.2,0.394,0.674,9.1,0.463,0,0.84,0.009,0,NA,0.101,0.394,0.22,0.257,0.119
0.083,0.201,0.059000000000000004,0.011000000000000001,0.044000000000000004,0.17800000000000002,9.2,0.201,17.4,0.652,0.557,9.6,0.667,NA,0.806,0,NA,NA,0.224,0.831,0.164,0.005,0
0.078,0.114,0,0,0,0.33799999999999997,1.4,0.092,0.8,0.4,0.5,4,0.6,NA,0.667,0,NA,NA,0,0.6,0.2,0.2,0
0.078,0.222,0.155,0.9,0.018000000000000002,0.122,14.4,0.19699999999999998,19.4,0.275,0.675,12.2,0.566,0.382,0.565,0.199,0.112,0.765,0.058,0.383,0.218,0.053,0.147
0.122,0.243,0.03,0.9,0.046,0.157,10.3,0.158,16,0.492,0.562,8.2,0.574,0,0.697,0.002,0,NA,0.181,0.573,0.372,0.05,0.004
0.064,0.152,0.177,0.013000000000000001,0.019,0.09,4.9,0.212,12.6,0.323,0.75,13.3,0.37,0.313,0.706,0.258,0.25,1,0.016,0.177,0.194,0.21,0.161
0.026000000000000002,0.14,0.057999999999999996,0.8,0.012,0.081,9.2,0.17300000000000001,8.8,0.234,0.772,11.2,0.413,0.302,0.505,0.345,0.401,0.934,0.034,0.114,0.112,0.145,0.285
0.8,0.114,0.084,0.032,0.027000000000000003,0.122,3.3,0.127,11.2,0.281,0.444,8.1,0.474,0.462,0.333,0.406,0.692,1,0.031,0.094,0.25,0.125,0.125
0.11599999999999999,0.20600000000000002,0.07,0.015,0.013000000000000001,0.182,4.4,0.145,12.4,0.772,0.754,6.7,0.461,NA,0.654,0,NA,NA,0.047,0.591,0.22,0.073,0.116
0.018000000000000002,0.105,0.16699999999999998,0.017,0.4,0.11900000000000001,8.3,0.146,10.5,0.172,0.779,9.5,0.412,0.379,0.56,0.411,0.374,0.872,0.005,0.058,0.085,0.136,0.31
0.013999999999999999,0.09300000000000001,0.35200000000000004,0.019,0.1,0.14300000000000002,17.5,0.255,20.4,0.283,0.769,15.2,0.531,0.357,0.23,0.065,0.7,0.88,0,0.401,0.233,0.098,0.202
0.11199999999999999,0.149,0.076,0.01,0.03,0.098,6.3,0.161,16.7,0.157,0.714,11.1,0.562,0,0.711,0.007,0.5,NA,0.075,0.311,0.184,0.184,0.315
0.016,0.12300000000000001,0.45799999999999996,0.035,0.1,0.139,15.9,0.21100000000000002,23.7,0.414,0.878,11.6,0.482,0.388,0.12,0.197,0.126,0.479,0,0.145,0.205,0.183,0.269
0.4,0.099,0.064,0.015,0.016,0.136,2.5,0.11599999999999999,6,0.139,0.6,7.2,0.415,0.387,0.529,0.431,0.484,1,0.028,0.125,0.069,0.069,0.306
0.11,0.132,0.048,0.01,0.03,0.225,5.5,0.19399999999999998,11.2,0.433,0.763,10.7,0.517,NA,0.566,0,NA,NA,0.057,0.502,0.437,0.053,0.008
0.10400000000000001,0.262,0.052000000000000005,0.6,0.026000000000000002,0.257,6,0.13699999999999998,9.6,0.554,0.556,6.3,0.515,NA,0.567,0,NA,NA,0.038,0.569,0.308,0.085,0.038
0,0.14800000000000002,0.064,0,0,0,1,0.099,1.7,0,0,7.8,0.5,0,0.5,0.2,1,NA,0,0.2,0.2,0,0.4
0.08,0.204,0.084,0.02,0.028999999999999998,0.132,3.5,0.18100000000000002,9.9,0.097,0.536,11.7,0.451,0,0.783,0.014,0.25,NA,0.034,0.176,0.176,0.228,0.407
0.016,0.166,0.161,0.015,0.013999999999999999,0.12300000000000001,18.9,0.24,19.7,0.44,0.86,13.3,0.547,0.374,0.455,0.291,0.111,0.892,0.038,0.288,0.091,0.152,0.178
0.016,0.115,0.046,0.013000000000000001,0.013999999999999999,0.091,7.2,0.17600000000000002,9.8,0.156,0.684,11.9,0.45,0.36,0.724,0.647,0.398,0.894,0.022,0.085,0.038,0.041,0.189
0.115,0.204,0,0,0,0.4,1,0.213,-6.4,0,0,9.8,0.333,NA,1,0,NA,NA,0,0.667,0.333,0,0
0.038,0.10800000000000001,0.059000000000000004,0.013000000000000001,0.011000000000000001,0.076,2.8,0.13699999999999998,8.5,0.189,0.706,8.8,0.423,0.36,0.564,0.278,0.76,0.944,0.044,0.233,0.239,0.067,0.183
0.013000000000000001,0.18,0.061,0.013999999999999999,0.5,0.08800000000000001,4.9,0.14300000000000002,7.5,0.062,0.733,10.3,0.483,0.316,0.571,0.88,0.217,0.985,0.004,0.054,0.025,0.012,0.029
0.083,0.142,0.036000000000000004,0.016,0.9,0.07400000000000001,5.3,0.22399999999999998,15,0.605,0.556,13.1,0.504,0,0.661,0.017,0,NA,0.067,0.487,0.303,0.067,0.126
0.091,0.158,0.055,0.4,0.6,0.18899999999999997,4.1,0.204,8,0.216,0.8,11.5,0.454,0,0.66,0.005,1,NA,0.053,0.284,0.168,0.183,0.361
0.023,0.078,0.22699999999999998,0.018000000000000002,0.1,0.13,6.5,0.22699999999999998,10.7,0.253,0.667,14.5,0.427,0.275,0.11,0.466,0.04,0.659,0,0.069,0.128,0.163,0.175
0.037000000000000005,0.066,0.11699999999999999,0.031,0.6,0.195,3.3,0.18,5.5,0.186,0.744,10.5,0.383,0.29,0.481,0.329,0.246,0.95,0.057,0.31,0.043,0.081,0.238
0.036000000000000004,0.126,0.14400000000000002,0.6,0.013000000000000001,0.071,14.1,0.21,15.1,0.168,0.702,14.1,0.486,0.347,0.485,0.098,0.765,0.971,0.056,0.204,0.187,0.202,0.31
0.084,0.264,0.036000000000000004,0.5,0.024,0.342,1.8,0.077,6.2,0.614,0.519,3.1,0.568,NA,0.64,0,NA,NA,0.114,0.932,0.068,0,0
0.012,0.085,0.21100000000000002,0.9,0.2,0.113,2,0.168,7.5,0.088,0.5,11.2,0.407,0.297,0.5,0.407,0.405,0.818,0,0.077,0.176,0.132,0.209
0.061,0.147,0.096,0.019,0.028999999999999998,0.146,5.1,0.147,12.6,0.107,0.882,9.8,0.462,0.405,0.522,0.544,0.277,0.957,0.041,0.223,0.097,0.044,0.091
0.08,0.22699999999999998,0.098,0.019,0.031,0.149,7.6,0.258,16.2,0.326,0.674,16.1,0.469,0.25,0.598,0.015,0.75,1,0.106,0.371,0.212,0.117,0.284
0.142,0.26,0.102,0.012,0.7,0.1,20.1,0.25,22.6,0.333,0.758,15.7,0.515,0.186,0.485,0.036,0.116,1,0.011,0.394,0.329,0.116,0.125
0.099,0.10800000000000001,0.055,0.015,0.054000000000000006,0.304,0.2,0.063,4.4,0.333,0,3,0.167,NA,1,0,NA,NA,0.167,0.5,0.333,0.167,0
0,0.048,0.187,0.021,0,0.47,1.6,0.275,-1.2,0.286,0.5,10.5,0.667,0.25,1,0.571,0,1,0,0.143,0,0,0.286
0,0.071,0.156,0.8,0.6,0.079,4.4,0.177,9.7,0.089,0.01,12.1,0.5,0.235,0.5,0.378,0.529,1,0,0.111,0.156,0.067,0.289
0.5,0.081,0.11,0.01,0.2,0.095,10.1,0.17,12.8,0.286,0.875,10.6,0.482,0.397,0.527,0.49,0.256,0.908,0,0.13,0.092,0.081,0.208
0.028999999999999998,0.111,0.092,0.018000000000000002,0.4,0.078,15.6,0.20600000000000002,15,0.151,0.73,14,0.49,0.395,0.597,0.454,0.326,0.931,0.038,0.217,0.115,0.051,0.164
0.049,0.166,0.061,0.013999999999999999,0.4,0.107,4.4,0.149,8.1,0.173,0.75,9.6,0.413,0.288,0.289,0.573,0.26,1,0.02,0.235,0.106,0.027,0.059
0.019,0.086,0.281,0.021,0.4,0.17600000000000002,11.8,0.17800000000000002,15,0.201,0.883,11.4,0.479,0.44,0.252,0.27,0.234,0.444,0,0.153,0.162,0.12,0.295
0.019,0.086,0.17800000000000002,0.015,0.3,0.147,6.8,0.21899999999999997,10,0.117,0.818,13.4,0.483,0.325,0.388,0.532,0.215,0.738,0.005,0.144,0.032,0.077,0.215
0.045,0.09699999999999999,0.47100000000000003,0.032,0.3,0.243,10.6,0.183,17.1,0.197,0.568,9.5,0.491,0.233,0.312,0.064,0.093,0.6,0.004,0.415,0.16,0.061,0.3
0.032,0.094,0.387,0.015,0.013000000000000001,0.131,25,0.322,23.5,0.348,0.858,19,0.481,0.332,0.204,0.241,0.052,0.594,0.02,0.294,0.164,0.105,0.196
0.033,0.069,0.043,0.5,0.013000000000000001,0.09699999999999999,1.6,0.095,3.7,0.237,0.357,6,0.464,0,1,0.051,0,NA,0,0.119,0.034,0.085,0.712
0.025,0.091,0.168,0.015,0.8,0.086,12.2,0.228,13.9,0.264,0.848,14.4,0.418,0.333,0.298,0.218,0.281,0.789,0.004,0.187,0.145,0.164,0.285
0.021,0.11599999999999999,0.055999999999999994,0.012,0.015,0.109,9.1,0.159,10.6,0.206,0.755,10.6,0.425,0.417,0.492,0.433,0.345,0.946,0.033,0.167,0.083,0.076,0.241
0.012,0.11199999999999999,0.175,0.015,0.9,0.12,14,0.209,12.8,0.267,0.813,12.7,0.427,0.379,0.3,0.244,0.406,0.88,0.008,0.187,0.109,0.231,0.229
0.12,0.14,0.042,0.011000000000000001,0.02,0.155,7.8,0.221,11.7,0.456,0.618,12.4,0.462,0,0.545,0.012,0.667,NA,0.141,0.51,0.307,0.05,0.12
0.077,0.163,0.032,0.013000000000000001,0.065,0.11599999999999999,4.3,0.17600000000000002,11,0.187,0.56,11.1,0.433,NA,0.621,0,NA,NA,0.112,0.325,0.183,0.209,0.284
0.013999999999999999,0.091,0.10400000000000001,0.018000000000000002,0.035,0.20800000000000002,1.1,0.125,6.5,0,0,7.8,0.714,0,0.8,0.263,0.6,NA,0,0.053,0.105,0.105,0.474
0.069,0.21600000000000003,0.13699999999999998,0.01,0.013000000000000001,0.105,18.3,0.257,18.4,0.257,0.738,16.9,0.505,0,0.649,0.003,0.667,NA,0.004,0.256,0.338,0.142,0.261
0.038,0.155,0.079,0.025,0.013999999999999999,0.13,5.1,0.094,10.4,0.237,0.747,5.9,0.558,0.275,0.628,0.306,0.539,0.929,0.072,0.36,0.105,0.039,0.189
