idPlayer,namePlayer,heightInches
1627815,Sheldon Mac,78
1627748,Thon Maker,84
1627775,Patrick McCaw,79
203585,Rodney McGruder,76
1627749,Dejounte Murray,76
1627750,Jamal Murray,75
1626254,Maurice Ndour,81
1627777,Georges Niang,79
1628021,David Nwaba,77
1627849,Daniel Ochefu,83
1627778,Chinanu Onuaku,82
1627834,Georgios Papagiannis,85
1627780,Gary Payton II,75
1627850,Marshall Plumlee,84
1627751,Jakob Poeltl,85
1627816,Alex Poythress,81
1627752,Taurean Prince,78
1627817,Tim Quarterman,78
1626184,Chasson Randle,74
1627781,Malachi Richardson,78
1627734,Domantas Sabonis,83
203967,Dario Saric,82
203107,Tomas Satoransky,79
1627782,Wayne Selden,76
1627783,Pascal Siakam,80
1627754,Diamond Stone,83
1627819,Isaiah Taylor,75
1627861,Mike Tobey,84
1627755,Tyler Ulis,70
1627784,Jarrod Uthoff,81
1627756,Denzel Valentine,76
1627832,Fred VanVleet,73
1627855,Okaro White,80
1627785,Isaiah Whitehead,76
1627786,Troy Williams,79
1627787,Kyle Wiltjer,82
1627757,Stephen Zimmerman,84
1627835,Paul Zipser,80
1627826,Ivica Zubac,84
1628389,Bam Adebayo,81
1628386,Jarrett Allen,82
1628443,Kadeem Allen,73
1628387,Ike Anigbogu,82
1628384,OG Anunoby,79
1627853,Ryan Arcidiacono,75
1628503,Jamel Artis,79
1628407,Dwayne Bacon,78
1628366,Lonzo Ball,78
1628395,Jordan Bell,80
203920,Khem Birch,81
1628444,Jabari Bird,78
1628469,Antonio Blakeney,76
203992,Bogdan Bogdanovic,78
1628449,Chris Boucher,81
1628396,Tony Bradley,82
1628415,Dillon Brooks,79
1628425,Sterling Brown,77
1628418,Thomas Bryant,82
1627936,Alex Caruso,77
1628463,Tyler Cavanaugh,81
1628492,Gian Clavell,76
1628499,Antonius Cleveland,77
1628381,John Collins,81
1628380,Zach Collins,83
1627858,Kyle Collinsworth,78
1628429,Charles Cooke,77
1627856,Matt Costello,82
1628470,Torrey Craig,79
1628416,Tyler Dorsey,77
1628422,Damyean Dotson,77
1628495,Milton Doyle,76
1628393,Jawun Evans,72
1628390,Terrance Ferguson,78
1628368,De'Aaron Fox,75
1628365,Markelle Fultz,76
1627982,Josh Gray,72
1627772,Daniel Hamilton,79
1627885,Shaquille Harrison,79
1628404,Josh Hart,77
1628502,Nigel Hayes,79
203687,Reggie Hearn,77
1627988,Myke Henry,78
1628439,Isaiah Hicks,81
204066,John Holland,77
1626205,Vincent Hunter,80
201281,Andre Ingram,75
1628371,Jonathan Isaac,82
1628411,Wes Iwundu,78
1628935,Aaron Jackson,75
1628367,Josh Jackson,80
1628382,Justin Jackson,80
1628455,Mike James,73
1626177,Dakari Johnson,84
204179,Omari Johnson,81
1627883,Jalen Jones,79
1628379,Luke Kennard,77
1628467,Maxi Kleber,82
1627788,Furkan Korkmaz,79
1628436,Luke Kornet,86
1628398,Kyle Kuzma,81
1627814,Damion Lee,77
1627215,Walt Lemon Jr.,75
1628399,Tyler Lydon,82
203705,Josh Magette,73
1628374,Lauri Markkanen,83
1628493,Mangok Mathiang,82
1628571,Erik McCree,80
203590,Trey McKinney-Jones,77
1628035,Alfonzo McKinnie,79
1626259,Malcolm Miller,79
1628378,Donovan Mitchell,73
1628513,Naz Mitrou-Long,75
1628370,Malik Monk,75
1628500,Ben Moore,80
1628537,Jaylen Morris,77
1628420,Monte Morris,74
1628405,Johnathan Motley,80
1627846,Abdel Nader,77
1628373,Frank Ntilikina,76
1626220,Royce O'Neale,77
1628400,Semi Ojeleye,78
1626224,Cedi Osman,79
1627779,Marcus Paige,72
1628383,Justin Patton,83
203464,Brandon Paul,76
1628506,London Perrantes,74
1628409,Alec Peters,81
1626643,Jacob Pullen,73
1628681,Rodney Purvis,76
1627753,Zhou Qi,85
1628397,Ivan Rabb,82
1628504,Xavier Rathan-Mayes,76
1628432,Davon Reed,77
1628421,Devin Robinson,80
1627732,Ben Simmons,83
1628424,Kobi Simmons,77
1628372,Dennis Smith Jr.,74
1628410,Edmond Sumner,76
1628403,Caleb Swanigan,81
1628369,Jayson Tatum,80
1628462,Milos Teodosic,77
1628464,Daniel Theis,81
1628414,Sindarius Thornwell,76
1627820,Tyrone Wallace,77
1628476,Derrick Walton Jr.,72
1627866,Jameel Warney,80
1627821,James Webb III,81
1628510,Andrew White III,79
1628401,Derrick White,76
1628451,Jacob Wiley,80
203710,C.J. Williams,77
1628475,Matt Williams Jr.,77
1628391,D.J. Wilson,82
203966,Jamil Wilson,79
1627824,Guerschon Yabusele,80
1627790,Ante Zizic,82
1629121,Jaylen Adams,72
1629061,Deng Adel,79
1629152,DeVaughn Akoon-Purcell,78
1628959,Rawle Alkins,77
1628960,Grayson Allen,76
1628961,Kostas Antetokounmpo,82
1629028,Deandre Ayton,83
1628963,Marvin Bagley III,83
1628964,Mo Bamba,84
1628966,Keita Bates-Diop,80
1629541,Dairis Bertans,76
1628417,Jaron Blossomgame,80
1628413,Jonah Bolden,80
1629067,Isaac Bonga,80
1628969,Mikal Bridges,78
1628970,Miles Bridges,79
1628515,Isaiah Briscoe,75
1629151,Ryan Broekhoff,78
1628971,Bruce Brown,76
1628972,Troy Brown Jr.,78
1628973,Jalen Brunson,73
1629126,Deonte Burton,76
1628975,Jevon Carter,73
1628976,Wendell Carter Jr.,82
1628505,Troy Caupain,76
1629147,Joe Chealey,76
1629185,Chris Chiozza,71
1629109,Gary Clark,78
1629045,Bonzie Colson,78
1628249,Mitchell Creek,78
1629093,Tyler Davis,82
1629116,Angel Delgado,82
1629094,Marcus Derrickson,79
1628977,Hamidou Diallo,77
1628978,Donte DiVincenzo,76
1629029,Luka Doncic,79
1628979,Trevon Duval,74
1629053,Vincent Edwards,80
1629234,Drew Eubanks,81
1628980,Jacob Evans,76
1628982,Melvin Frazier Jr.,77
1628656,Billy Garrett,78
1628385,Harry Giles III,83
1628983,Shai Gilgeous-Alexander,78
1629164,Brandon Goodwin,72
1628984,Devonte' Graham,73
1629055,Donte Grantham,80
1628605,Dusty Hannahs,75
1628392,Isaiah Hartenstein,84
1629312,Haywood Highsmith,79
1628988,Aaron Holiday,72
1628989,Kevin Huerter,79
1629353,Isaac Humphries,84
1628990,Chandler Hutchison,78
1628402,Frank Jackson,75
1628991,Jaren Jackson Jr.,83
1628518,Amile Jefferson,81
1628993,Alize Johnson,80
1629168,BJ Johnson,79
1629203,Jemerrio Jones,77
1628994,George King,78
1628995,Kevin Knox II,79
1629066,Rodions Kurucs,81
1629155,Zach Lofton,76
1628070,Jordan Loyd,76
1629133,Daryl Macon,74
1629122,J.P. Macura,76
1628999,Yante Maten,80
1628769,Tahjere McCall,77
1629001,De'Anthony Melton,74
1629002,Chimezie Metu,81
1629003,Shake Milton,77
1629058,Dzanan Musa,81
1629004,Svi Mykhailiuk,79
1629059,Elie Okobo,75
1629006,Josh Okogie,76
1629033,Theo Pinson,77
1629244,Cameron Reynolds,79
1629130,Duncan Robinson,79
1629010,Jerome Robinson,76
1629011,Mitchell Robinson,84
1629102,Brandon Sampson,77
1629012,Collin Sexton,73
1626296,Jordan Sibert,76
1629014,Anfernee Simons,75
1629015,Zhaire Smith,75
1629034,Ray Spalding,81
1629016,Omari Spellman,80
1629123,Jared Terrell,75
1629150,Emanuel Terry,81
1629017,Khyri Thomas,75
1629018,Gary Trent Jr.,77
1629019,Allonzo Trier,76
1629020,Jarred Vanderbilt,81
1629021,Moritz Wagner,83
1629022,Lonnie Walker IV,76
202954,Brad Wanamaker,75
1627395,Julian Washburn,80
1629139,Yuta Watanabe,81
1629118,Thomas Welsh,84
1629140,Johnathan Williams,81
1629026,Kenrich Williams,78
1629057,Robert Williams III,81
1629027,Trae Young,73
1629734,Kyle Alexander,82
1629638,Nickeil Alexander-Walker,77
1629628,RJ Barrett,78
1629647,Darius Bazley,80
1629048,Goga Bitadze,84
1629626,Bol Bol,86
1629716,Marques Bolden,82
1629648,Jordan Bone,74
1628968,Brian Bowen II,78
1629065,Ky Bowman,73
1629714,Jarrell Brantley,77
1629649,Ignas Brazdeikis,78
1629052,Oshae Brissett,79
1629650,Moses Brown,86
1629719,Devontae Cacok,79
1628427,Vlatko Cancar,80
1629597,Zylan Cheatham,77
1629634,Brandon Clarke,80
1629598,Chris Clemons,69
1629599,Amir Coffey,79
1629076,Tyler Cook,80
1629633,Jarrett Culver,78
1629056,Terence Davis,76
1629652,Luguentz Dort,75
1629635,Sekou Doumbouya,81
1629035,Carsen Edwards,71
1629605,Tacko Fall,90
1628981,Bruno Fernando,81
1629117,Wenyen Gabriel,81
1629655,Daniel Gafford,81
1629636,Darius Garland,73
1629750,Javonte Green,77
1629741,Marko Guduric,78
1629657,Kyle Guy,73
1629060,Rui Hachimura,80
1628985,Devon Hall,77
1629743,Donta Hall,82
1629607,Jared Harper,70
1629637,Jaxson Hayes,83
1629608,Dewan Hernandez,82
1629639,Tyler Herro,77
1628987,Kevin Hervey,81
1629658,Jaylen Hoard,80
1629659,Talen Horton-Tucker,76
1629739,William Howard,80
1629631,De'Andre Hunter,80
1629713,Justin James,79
1629610,DaQuan Jeffries,77
1629660,Ty Jerome,77
1629661,Cameron Johnson,80
1629640,Keldon Johnson,78
1629662,Mfiondu Kabengele,81
1629742,Stanton Kidd,78
1629663,Louis King,79
1629723,John Konchar,77
1629641,Romeo Langford,77
1629724,Vic Law,79
1629665,Jalen Lecque,76
1629642,Nassir Little,77
1629611,Terance Mann,77
1628997,Caleb Martin,77
1628998,Cody Martin,78
1629725,Jeremiah Martin,74
1629103,Kelan Martin,77
1629726,Garrison Mathews,77
1629667,Jalen McDaniels,81
1629162,Jordan McLaughlin,71
1629740,Nicolo Melli,81
1628450,Eric Mika,82
1629690,Adam Mokoka,76
1629760,Matt Mooney,74
1629630,Ja Morant,75
1629752,Juwan Morgan,79
1628539,Mychal Mulder,75
1629005,Malik Newman,75
1629668,Zach Norvell Jr.,77
1629669,Jaylen Nowell,76
1629134,Kendrick Nunn,74
1629644,KZ Okpala,80
1629671,Miye Oni,77
1629745,Tariq Owens,82
1629672,Eric Paschall,78
1628394,Anzejs Pasecniks,85
203658,Norvel Pelle,82
1629738,Vincent Poirier,84
1629044,Shamorie Ponds,72
1629673,Jordan Poole,76
1629645,Kevin Porter Jr.,76
1629008,Michael Porter Jr.,82
1629729,Josh Reaves,76
1629629,Cam Reddish,80
1629675,Naz Reid,81
1629620,Justin Robinson,73
1629676,Isaiah Roby,80
1629677,Luka Samanic,82
1629678,Admiral Schofield,77
1629621,Marial Shayok,77
1629735,Chris Silva,80
1629346,Alen Smailagic,82
1629622,Max Strus,77
1629744,Matt Thomas,75
1629680,Matisse Thybulle,77
1629308,Juan Toscano-Anderson,78
1629730,Rayjon Tucker,75
1629216,Gabe Vincent,75
1629731,Dean Wade,81
1629023,P.J. Washington,79
1629682,Tremont Waters,70
1628778,Paul Watson,78
1629683,Quinndary Weatherspoon,75
1629632,Coby White,76
1629684,Grant Williams,78
1628430,Nigel Williams-Goss,74
1629627,Zion Williamson,78
1629625,Justin Wright-Foreman,72
1630173,Precious Achiuwa,80
1630234,Ty-Shon Alexander,75
1630175,Cole Anthony,75
1630166,Deni Avdija,81
1628962,Udoka Azubuike,84
1630163,LaMelo Ball,79
1630217,Desmond Bane,77
1630180,Saddiq Bey,79
1630189,Tyler Bey,79
1629833,Keljin Blevins,76
1628578,Amida Brimah,82
1629717,Armoni Brooks,75
1629091,Elijah Bryant,77
1630267,Facundo Campazzo,70
1629962,Devin Cannady,74
1630176,Vernon Carey Jr.,81
1630268,Nate Darling,78
1630466,Gabriel Deck,78
1629603,Mamadi Diakite,81
1629653,Devon Dotson,73
1630162,Anthony Edwards,76
1629604,CJ Elleby,78
1630238,Malik Fitts,77
1630201,Malachi Flynn,73
1630235,Trent Forrest,76
1629606,Robert Franks,79
1630264,Anthony Gill,79
1630273,Freddie Gillespie,81
1630182,Josh Green,77
1630204,Ashton Hagans,75
1630169,Tyrese Haliburton,77
1630221,Josh Hall,81
1630181,R.J. Hampton,76
1630223,Jalen Harris,77
1630165,Killian Hayes,77
1630207,Nate Hinton,77
1630210,Markus Howard,70
1630190,Elijah Hughes,77
1630198,Isaiah Joe,76
1630222,Mason Jones,76
1630200,Tre Jones,73
1630233,Nathan Knight,82
1630237,Anthony Lamb,78
1630240,Saben Lee,74
1630184,Kira Lewis Jr.,73
1629712,Didi Louzada,77
1630266,Will Magnay,82
1630177,Theo Maledon,76
1630211,Karim Mane,75
1630185,Nico Mannion,74
1630230,Naji Marshall,79
1630231,Kenyon Martin Jr.,77
1629751,Dakota Mathias,76
1630178,Tyrese Maxey,74
1630219,Skylar Mays,76
1630183,Jaden McDaniels,81
1630253,Sean McDermott,78
1630241,Sam Merrill,76
1630174,Aaron Nesmith,77
1630192,Zeke Nnaji,81
1629670,Jordan Nwora,80
1629643,Chuma Okeke,78
1630168,Onyeka Okongwu,80
1630171,Isaac Okoro,77
1628419,Cameron Oliver,80
1630187,Daniel Oturu,80
1629617,Reggie Perry,80
1630197,Aleksej Pokusevski,84
1629007,Jontay Porter,83
1630202,Payton Pritchard,73
1630193,Immanuel Quickley,75
1630186,Jahmi'us Ramsey,75
1630194,Paul Reed,81
1630208,Nick Richards,84
1630203,Grant Riller,73
1630206,Jay Scrubb,77
1629686,Deividas Sirvydis,80
1630188,Jalen Smith,82
1630199,Cassius Stanley,77
1630205,Lamar Stevens,78
1630191,Isaiah Stewart,80
1630256,Jae'Sean Tate,76
1630179,Tyrell Terry,74
1630271,Brodric Thomas,77
1629681,Killian Tillie,81
1630214,Xavier Tillman Sr.,80
1630167,Obi Toppin,81
1630170,Devin Vassell,77
204222,Greg Whittington,80
1630172,Patrick Williams,79
1629685,Dylan Windler,78
1630216,Cassius Winston,73
1630164,James Wiseman,84
1629013,Landry Shamet,76
1629651,Nic Claxton,83
1630203,Grant Riller,74
