heightInches,pctORB,pctDRB,pctAST,pctTOV,ptsPerMinute,pctUSG,pctFTRate,FG% by Distance 2P,FG% by Distance (3P),% of FGA by Distance 3P,% of FGA by Distance (0-10),% of FGA by Distance (10-3P)
86,0.059,0.215,0.048,0.113,15.1,0.211,0.135,0.475,0.353,0.256,0.30100000000000005,0.444
83,0.101,0.172,0.101,0.087,19.8,0.257,0.314,0.505,0.174,0.016,0.591,0.393
77,0.023,0.09,0.127,0.098,16.5,0.198,0.224,0.52,0.444,0.387,0.258,0.356
76,0.055,0.099,0.109,0.131,15.5,0.199,0.37,0.527,0.174,0.047,0.779,0.175
80,0.061,0.154,0.064,0.183,11.3,0.173,0.293,0.437,0.315,0.352,0.49,0.158
81,0.13,0.174,0.035,0.098,10.4,0.157,0.475,0.454,0,0,0.847,0.153
82,0.122,0.221,0.04,0.113,12.3,0.135,0.985,0.603,0,0.007,0.862,0.131
83,0.064,0.21,0.05599999999999999,0.14400000000000002,12.9,0.191,0.182,0.49,0.348,0.19,0.21500000000000002,0.595
81,0.108,0.181,0.062,0.078,17.2,0.204,0.223,0.5,0.393,0.65,0.301,0.05
79,0.05,0.183,0.147,0.104,25.8,0.32,0.403,0.47,0.378,0.167,0.42200000000000004,0.41
81,0.09,0.124,0.022,0.215,3.8,0.053,0.737,0.535,0,0,0.899,0.10099999999999999
76,0.01399999999999999,0.107,0.253,0.181,15.1,0.247,0.208,0.423,0.297,0.446,0.23199999999999998,0.323
80,0.02799999999999999,0.16399999999999998,0.1,0.122,11.4,0.177,0.259,0.45,0.303,0.356,0.45099999999999996,0.193
83,0.095,0.21600000000000005,0.042,0.236,6.8,0.109,0.434,0.486,0.5,0.053,0.632,0.316
74,0.022,0.079,0.158,0.17,9.4,0.14,0.172,0.436,0.449,0.253,0.095,0.652
81,0.085,0.17,0.054,0.114,16.3,0.21600000000000005,0.215,0.502,0,0.01,0.488,0.503
84,0.13699999999999998,0.223,0.047,0.238,8.3,0.125,0.01028,0.553,0,0,0.993,0.007
71,0.017,0.083,0.311,0.125,15.4,0.212,0.31,0.461,0.333,0.348,0.421,0.23199999999999998
75,0.012,0.07400000000000001,0.146,0.105,19.8,0.256,0.21,0.505,0.338,0.326,0.484,0.19
70,0.021,0.08800000000000001,0.312,0.159,16.6,0.239,0.242,0.476,0.349,0.291,0.505,0.203
84,0.036,0.139,0.08800000000000001,0.103,21.6,0.282,0.298,0.472,0.345,0.19,0.366,0.444
79,0.084,0.16699999999999998,0.105,0.156,12.6,0.166,0.276,0.564,0.318,0.384,0.538,0.079
80,0.081,0.16699999999999998,0.05,0.115,15.5,0.198,0.361,0.516,0,0.003,0.43,0.5680000000000001
83,0.052,0.251,0.048,0.105,9.5,0.139,0.146,0.462,0.667,0.031,0.323,0.646
80,0.044,0.13699999999999998,0.111,0.126,9.5,0.117,0.183,0.525,0.382,0.525,0.41500000000000004,0.06
80,0.051,0.128,0.081,0.086,14.1,0.17800000000000002,0.203,0.535,0.345,0.424,0.363,0.213
75,0.02,0.113,0.276,0.173,15.7,0.221,0.398,0.456,0.336,0.282,0.416,0.302
81,0.054,0.141,0.123,0.124,21.4,0.28300000000000003,0.234,0.463,0.366,0.132,0.42300000000000004,0.446
77,0.011,0.084,0.08,0.094,15.4,0.2,0.181,0.458,0.414,0.469,0.2,0.331
77,0.018,0.084,0.083,0.11,9.3,0.126,0.218,0.449,0.352,0.413,0.125,0.462
74,0.009000000000000001,0.092,0.179,0.14300000000000002,10.8,0.146,0.108,0.417,0.44,0.604,0.091,0.305
84,0.115,0.233,0.06,0.16899999999999998,7.6,0.106,0.117,0.534,0,0,0.9850000000000001,0.015
75,0.013,0.081,0.258,0.153,18.8,0.223,0.528,0.448,0.402,0.457,0.22299999999999998,0.319
79,0.14800000000000002,0.229,0.071,0.149,14,0.201,0.235,0.503,0,0.003,0.889,0.108
75,0.01399999999999999,0.095,0.15,0.18600000000000003,7.3,0.113,0.098,0.327,0.378,0.631,0.11699999999999999,0.252
83,0.093,0.187,0.117,0.13699999999999998,17.8,0.255,0.296,0.449,0.222,0.019,0.582,0.399
73,0.044,0.098,0.242,0.263,10.6,0.179,0.274,0.47,0.276,0.239,0.535,0.227
77,0.016,0.101,0.101,0.113,8.8,0.114,0.104,0.486,0.38,0.772,0.153,0.07500000000000001
84,0.098,0.271,0.104,0.13,13,0.196,0.292,0.497,0,0.005,0.923,0.07100000000000001
82,0.05,0.142,0.062,0.065,12.1,0.134,0.116,0.475,0.457,0.62,0.2,0.181
80,0.102,0.17,0.052,0.113,11.7,0.139,0.399,0.552,0,0.004,0.818,0.178
81,0.083,0.263,0.14300000000000002,0.135,19.8,0.26899999999999996,0.289,0.51,0,0,0.652,0.348
83,0.064,0.2,0.08900000000000001,0.098,18.5,0.235,0.446,0.502,0.24,0.024,0.438,0.5369999999999999
65,0.02,0.05599999999999999,0.309,0.118,17,0.239,0.233,0.459,0.38,0.202,0.276,0.523
75,0.032,0.093,0.119,0.181,11.6,0.261,0.179,0.371,0,0.075,0.373,0.5529999999999999
81,0.097,0.18,0.071,0.084,15.6,0.197,0.278,0.512,0,0.001,0.467,0.532
81,0.042,0.08900000000000001,0.091,0.132,13.2,0.188,0.393,0.434,0.268,0.23,0.493,0.277
79,0.037,0.132,0.121,0.102,10.2,0.139,0.311,0.498,0.222,0.063,0.504,0.434
79,0.124,0.194,0.042,0.16699999999999998,7.2,0.1,0.628,0.511,0,0,0.883,0.117
72,0.018,0.052,0.289,0.132,17.8,0.259,0.239,0.427,0.297,0.402,0.336,0.262
80,0.085,0.122,0.095,0.182,11.6,0.155,0.458,0.57,0.5,0.076,0.84,0.08399999999999999
83,0.103,0.21600000000000005,0.04099999999999999,0.126,11,0.149,0.616,0.517,0,0,0.853,0.14600000000000002
75,0.026,0.085,0.1,0.098,16.3,0.222,0.157,0.462,0.349,0.33,0.325,0.34600000000000003
78,0.035,0.133,0.267,0.114,26.9,0.35100000000000003,0.356,0.487,0.323,0.217,0.34199999999999997,0.441
79,0.034,0.15,0.115,0.085,15.8,0.199,0.21,0.497,0.325,0.418,0.375,0.20800000000000002
79,0.015,0.101,0.053,0.08800000000000001,10.4,0.158,0.114,0.327,0.338,0.574,0.122,0.304
84,0.133,0.247,0.077,0.128,14.7,0.17600000000000002,0.506,0.574,0,0,0.942,0.058
72,0.016,0.067,0.28600000000000003,0.153,15.4,0.225,0.3,0.466,0.32,0.123,0.556,0.32
75,0.017,0.099,0.43,0.188,11.5,0.168,0.173,0.466,0.365,0.262,0.245,0.494
83,0.138,0.35200000000000004,0.117,0.16,6.5,0.117,0.238,0.399,0,0.003,0.663,0.33299999999999996
81,0.103,0.122,0.051,0.2,13.6,0.202,0.348,0.485,0,0,0.8029999999999999,0.197
80,0.02,0.08900000000000001,0.091,0.136,8.4,0.095,0.18,0.077,0.483,0.87,0.05,0.08
78,0.025,0.117,0.069,0.094,14.5,0.198,0.261,0.471,0.37,0.231,0.266,0.502
73,0.017,0.109,0.213,0.263,8.6,0.14300000000000002,0.075,0.5,0.3,0.377,0.359,0.265
78,0.031,0.124,0.121,0.085,17.9,0.235,0.194,0.479,0.361,0.36,0.37,0.27
81,0.048,0.16,0.066,0.103,12.9,0.16699999999999998,0.185,0.445,0.372,0.452,0.357,0.191
74,0.01,0.095,0.168,0.18,10.2,0.15,0.16,0.459,0.359,0.595,0.219,0.185
84,0.122,0.266,0.024,0.141,13.1,0.142,0.725,0.654,0,0,0.882,0.118
80,0.036,0.159,0.081,0.092,16.5,0.209,0.169,0.501,0.35,0.336,0.37,0.294
80,0.08900000000000001,0.111,0.07,0.155,11,0.14300000000000002,0.276,0.606,0.063,0.075,0.9019999999999999,0.024
82,0.095,0.157,0.031,0.135,12.6,0.205,0.297,0.444,0,0.032,0.525,0.443
84,0.061,0.145,0.053,0.226,5.8,0.092,0.577,0.471,1,0.014,0.535,0.451
72,0.019,0.086,0.289,0.166,15.8,0.21899999999999997,0.267,0.479,0.331,0.143,0.434,0.423
82,0.095,0.146,0.067,0.16699999999999998,7.8,0.098,0.302,0.566,0,0,0.7929999999999999,0.20600000000000002
73,0.013,0.09,0.28,0.142,13.9,0.194,0.259,0.466,0.369,0.228,0.489,0.28300000000000003
81,0.05,0.2,0.05599999999999999,0.122,15.5,0.205,0.141,0.418,0.43,0.465,0.259,0.276
77,0.016,0.121,0.053,0.08199999999999999,14.4,0.157,0.11,0.519,0.422,0.851,0.039,0.111
82,0.104,0.244,0.147,0.185,17.8,0.272,0.4,0.435,0.167,0.018,0.653,0.33
77,0.012,0.05599999999999999,0.177,0.128,16.9,0.234,0.297,0.474,0.341,0.399,0.259,0.342
77,0.034,0.086,0.198,0.134,17.2,0.27,0.168,0.427,0.258,0.256,0.31999999999999995,0.42400000000000004
80,0.069,0.139,0.043,0.093,10.6,0.157,0.131,0.473,0.077,0.028,0.348,0.625
74,0.023,0.109,0.281,0.16399999999999998,19.9,0.244,0.216,0.498,0.442,0.325,0.28600000000000003,0.389
83,0.121,0.26899999999999996,0.053,0.173,12,0.171,0.261,0.474,0,0.004,0.6619999999999999,0.335
83,0.08199999999999999,0.171,0.038,0.228,5.7,0.081,0.494,0.591,0,0.011,0.9329999999999999,0.056
78,0.033,0.11,0.106,0.129,10.4,0.151,0.246,0.521,0.19,0.091,0.677,0.233
75,0.025,0.086,0.412,0.163,16.6,0.244,0.189,0.458,0.339,0.345,0.42400000000000004,0.231
81,0.121,0.223,0.038,0.101,11.3,0.133,0.343,0.576,0,0,0.823,0.177
81,0.057,0.16399999999999998,0.066,0.085,14.3,0.209,0.331,0.454,0.133,0.019,0.44599999999999995,0.536
83,0.052,0.18600000000000003,0.085,0.102,13.4,0.18600000000000003,0.229,0.415,0.401,0.365,0.303,0.332
78,0.017,0.132,0.121,0.095,12.8,0.177,0.146,0.415,0.37,0.554,0.242,0.205
81,0.044,0.128,0.119,0.107,16,0.209,0.291,0.506,0.345,0.288,0.42600000000000005,0.28600000000000003
78,0.03,0.102,0.086,0.098,17.8,0.232,0.348,0.485,0.096,0.045,0.46699999999999997,0.488
80,0.045,0.136,0.206,0.16699999999999998,12,0.168,0.159,0.553,0.345,0.292,0.496,0.21200000000000002
81,0.103,0.183,0.006999999999999999,0.112,15.9,0.187,0.419,0.561,0,0,0.8170000000000001,0.183
75,0.008,0.071,0.234,0.14,11.7,0.173,0.181,0.439,0.346,0.451,0.20800000000000002,0.34099999999999997
80,0.175,0.258,0.07400000000000001,0.234,9.3,0.14300000000000002,0.657,0.525,0,0,1,0
74,0.037,0.105,0.195,0.1,15.6,0.201,0.142,0.46,0.373,0.507,0.293,0.2
79,0.009000000000000001,0.11,0.098,0.101,13.2,0.184,0.326,0.449,0.326,0.168,0.501,0.329
75,0.033,0.099,0.256,0.19,15.3,0.224,0.302,0.476,0.361,0.351,0.42800000000000005,0.22
78,0.06,0.112,0.076,0.096,14.6,0.16899999999999998,0.347,0.519,0.415,0.402,0.335,0.262
73,0.01399999999999999,0.063,0.224,0.303,5.8,0.12,0.194,0.468,0.25,0.403,0.473,0.124
83,0.093,0.268,0.157,0.114,17.1,0.229,0.307,0.502,0,0.005,0.601,0.394
81,0.019,0.162,0.101,0.107,14.6,0.16899999999999998,0.24,0.519,0.402,0.488,0.232,0.279
82,0.023,0.177,0.132,0.106,25.6,0.306,0.439,0.504,0.35,0.269,0.275,0.45599999999999996
76,0.024,0.079,0.094,0.112,12.5,0.171,0.134,0.406,0.397,0.305,0.275,0.42100000000000004
75,0.015,0.085,0.234,0.123,21.5,0.281,0.268,0.478,0.361,0.235,0.373,0.391
84,0.069,0.16,0.079,0.202,7.9,0.119,0.274,0.478,0,0,0.363,0.637
84,0.079,0.158,0.051,0.198,9.9,0.13699999999999998,0.541,0.559,0,0,0.9730000000000001,0.026999999999999996
81,0.093,0.161,0.085,0.126,13.8,0.149,0.322,0.667,0,0.009,0.8180000000000001,0.174
77,0.039,0.08,0.045,0.068,10.7,0.142,0.137,0.475,0.329,0.394,0.32,0.28600000000000003
78,0.024,0.127,0.249,0.149,17.3,0.253,0.285,0.432,0.291,0.159,0.565,0.276
79,0.032,0.12,0.062,0.129,11.5,0.175,0.092,0.488,0.275,0.297,0.43799999999999994,0.265
74,0.015,0.101,0.349,0.16699999999999998,14.1,0.21600000000000005,0.154,0.421,0.359,0.467,0.337,0.197
81,0.129,0.191,0.042,0.135,12.5,0.171,0.416,0.517,0,0,0.829,0.16999999999999998
73,0.02,0.092,0.358,0.166,15.3,0.21600000000000005,0.24,0.46,0.353,0.327,0.384,0.28900000000000003
78,0.024,0.095,0.16899999999999998,0.121,13.2,0.187,0.254,0.453,0.321,0.628,0.214,0.158
85,0.08900000000000001,0.198,0.059,0.172,8.4,0.146,0.46,0.444,0,0.01,0.86,0.13
79,0.047,0.18899999999999997,0.09,0.138,11.3,0.135,0.244,0.556,0.393,0.364,0.5,0.137
73,0.006999999999999999,0.066,0.14,0.109,8.7,0.128,0.195,0.386,0.396,0.301,0.22299999999999998,0.476
72,0.013,0.075,0.276,0.264,10.2,0.185,0.142,0.393,0.31,0.338,0.30100000000000005,0.361
79,0.042,0.125,0.097,0.129,14.8,0.201,0.319,0.488,0.328,0.212,0.677,0.10999999999999999
72,0.025,0.091,0.284,0.197,10.4,0.183,0.203,0.417,0.188,0.136,0.368,0.496
83,0.191,0.223,0.073,0.121,7.2,0.101,0.287,0.488,0,0.018,0.7909999999999999,0.192
76,0.01,0.067,0.175,0.13699999999999998,14.3,0.199,0.281,0.43,0.327,0.409,0.23199999999999998,0.359
84,0.03,0.204,0.057,0.077,13.8,0.16899999999999998,0.129,0.479,0.39,0.53,0.173,0.297
83,0.172,0.16399999999999998,0.045,0.171,9.2,0.165,0.209,0.422,0,0.008,0.759,0.233
82,0.032,0.134,0.07400000000000001,0.093,16.6,0.18899999999999997,0.611,0.467,0.352,0.458,0.342,0.2
79,0.019,0.092,0.08,0.081,14.5,0.173,0.16,0.502,0.362,0.472,0.225,0.303
83,0.049,0.287,0.135,0.111,17.1,0.223,0.264,0.53,0.2,0.006,0.471,0.523
83,0.071,0.194,0.116,0.151,13.2,0.16899999999999998,0.425,0.528,0.429,0.01,0.775,0.214
84,0.103,0.205,0.151,0.098,18.3,0.218,0.384,0.53,0.333,0.003,0.659,0.33899999999999997
80,0.045,0.142,0.116,0.122,17.9,0.233,0.277,0.486,0.396,0.166,0.401,0.434
78,0.062,0.127,0.054,0.153,10.7,0.145,0.348,0.488,0.333,0.193,0.69,0.11699999999999999
80,0.033,0.163,0.083,0.13699999999999998,13.5,0.17800000000000002,0.256,0.537,0.297,0.349,0.397,0.253
74,0.01399999999999999,0.097,0.183,0.099,15.1,0.197,0.247,0.398,0.403,0.444,0.281,0.275
81,0.112,0.194,0.053,0.111,11.8,0.168,0.295,0.472,0.125,0.016,0.5609999999999999,0.42200000000000004
78,0.021,0.118,0.264,0.127,20.7,0.26,0.403,0.497,0.349,0.433,0.373,0.194
79,0.034,0.107,0.085,0.092,9.4,0.127,0.168,0.459,0.341,0.418,0.188,0.394
82,0.096,0.229,0.103,0.102,16.6,0.246,0.282,0.447,0.15,0.055,0.43400000000000005,0.511
75,0.022,0.093,0.132,0.14400000000000002,15.6,0.215,0.208,0.46,0.402,0.345,0.22999999999999998,0.424
75,0.025,0.066,0.207,0.12,21.3,0.265,0.367,0.488,0.364,0.307,0.47700000000000004,0.216
83,0.085,0.27399999999999997,0.055,0.105,14.5,0.171,0.32,0.563,0.25,0.007,0.762,0.23099999999999998
79,0.015,0.153,0.052,0.126,12.4,0.172,0.201,0.49,0.3,0.168,0.38,0.453
78,0.02,0.134,0.065,0.149,7.4,0.123,0.19,0.425,0.238,0.105,0.29500000000000004,0.6
81,0.035,0.135,0.13,0.123,21.1,0.267,0.37,0.443,0.386,0.323,0.356,0.321
84,0.134,0.258,0.047,0.21899999999999997,8.7,0.131,0.343,0.566,0,0,0.95,0.051
80,0.037,0.135,0.07200000000000001,0.096,14.8,0.195,0.298,0.499,0.303,0.257,0.512,0.23099999999999998
75,0.016,0.102,0.076,0.093,14.5,0.205,0.164,0.476,0.348,0.255,0.284,0.46099999999999997
83,0.048,0.102,0.065,0.126,12.8,0.182,0.168,0.478,0.292,0.399,0.378,0.22200000000000003
81,0.102,0.26899999999999996,0.187,0.117,21.3,0.273,0.505,0.51,0.292,0.017,0.726,0.256
86,0.16899999999999998,0.316,0.048,0.139,16.1,0.212,0.397,0.526,0,0.017,0.914,0.069
79,0.019,0.087,0.198,0.105,18.7,0.26,0.256,0.442,0.382,0.215,0.21,0.5760000000000001
81,0.106,0.159,0.047,0.095,18,0.231,0.413,0.466,0,0.003,0.47,0.5269999999999999
79,0.075,0.18899999999999997,0.076,0.069,10.9,0.168,0.126,0.45,0.242,0.32,0.267,0.41200000000000003
77,0.023,0.11,0.128,0.113,16.4,0.195,0.501,0.514,0.349,0.474,0.373,0.153
81,0.054,0.172,0.096,0.127,16.5,0.223,0.173,0.473,0.357,0.486,0.387,0.127
75,0.009000000000000001,0.08199999999999999,0.382,0.173,17.2,0.246,0.494,0.45,0.322,0.221,0.503,0.276
77,0.043,0.132,0.14800000000000002,0.16,12.4,0.191,0.322,0.376,0.37,0.318,0.505,0.17600000000000002
85,0.087,0.225,0.112,0.138,12.2,0.18899999999999997,0.155,0.48,0.243,0.065,0.548,0.387
78,0.119,0.207,0.14300000000000002,0.141,10.1,0.13,0.307,0.529,0,0.004,0.9770000000000001,0.019
79,0.04,0.098,0.102,0.173,11.5,0.153,0.331,0.489,0.473,0.253,0.386,0.362
78,0.059,0.128,0.103,0.099,13.7,0.195,0.273,0.404,0.283,0.39,0.435,0.17500000000000002
84,0.118,0.209,0.021,0.145,8.7,0.124,0.794,0.577,0,0.004,0.924,0.072
75,0.03,0.08800000000000001,0.177,0.147,12.3,0.161,0.305,0.43,0.391,0.39,0.32899999999999996,0.28099999999999997
77,0.035,0.116,0.107,0.091,14.2,0.199,0.286,0.472,0.194,0.063,0.395,0.543
78,0.02,0.064,0.05,0.066,11.3,0.168,0.325,0.441,0.118,0.106,0.394,0.5
86,0.091,0.21,0.128,0.155,16.4,0.236,0.309,0.463,0,0.004,0.725,0.271
81,0.108,0.25,0.075,0.136,17.6,0.255,0.392,0.461,0,0.005,0.66,0.335
83,0.075,0.208,0.104,0.139,17.1,0.188,0.615,0.618,0.2,0.008,0.8180000000000001,0.174
76,0.013,0.092,0.136,0.116,14.8,0.182,0.427,0.49,0.377,0.322,0.402,0.277
80,0.037,0.125,0.13,0.125,15.8,0.201,0.312,0.498,0.395,0.138,0.417,0.445
82,0.129,0.18,0.04,0.13699999999999998,13,0.177,0.241,0.494,0,0.006,0.713,0.281
76,0.011,0.08900000000000001,0.211,0.151,12.3,0.16699999999999998,0.202,0.467,0.399,0.302,0.23,0.46799999999999997
75,0.027,0.105,0.29,0.16699999999999998,14.2,0.208,0.209,0.47,0.365,0.222,0.447,0.32999999999999996
84,0.066,0.116,0.036,0.187,11.4,0.13699999999999998,0.744,0.598,0,0,0.8400000000000001,0.16
81,0.08199999999999999,0.237,0.175,0.106,15.7,0.197,0.204,0.557,0.5,0.004,0.475,0.52
73,0.012,0.095,0.1,0.079,13.3,0.17600000000000002,0.125,0.411,0.389,0.545,0.053000000000000005,0.40199999999999997
82,0.126,0.306,0.068,0.162,21.9,0.272,0.877,0.597,0,0.007,0.88,0.113
81,0.077,0.163,0.05799999999999999,0.151,8.5,0.131,0.28,0.44,0,0,0.384,0.616
81,0.125,0.322,0.07,0.134,12.9,0.173,0.328,0.527,0,0.002,0.728,0.271
82,0.117,0.208,0.016,0.092,13.1,0.157,0.298,0.544,0,0.002,0.598,0.4
78,0.02799999999999999,0.152,0.264,0.134,13.8,0.192,0.395,0.479,0.337,0.238,0.335,0.427
87,0.119,0.175,0.036,0.133,11.3,0.16,0.144,0.509,0,0.003,0.413,0.5830000000000001
84,0.128,0.18899999999999997,0.027,0.27,6.4,0.113,0.367,0.469,0,0,0.8160000000000001,0.184
81,0.079,0.207,0.066,0.102,13.7,0.191,0.205,0.479,0.298,0.239,0.361,0.401
75,0.01399999999999999,0.109,0.233,0.131,15.4,0.23,0.336,0.429,0.306,0.17,0.374,0.45699999999999996
81,0.112,0.108,0.046,0.114,13.9,0.18,0.31,0.503,0.273,0.07,0.506,0.425
80,0.027,0.127,0.184,0.149,18.6,0.27399999999999997,0.288,0.449,0.337,0.339,0.364,0.296
81,0.033,0.187,0.349,0.138,24.8,0.315,0.446,0.552,0.33,0.188,0.45599999999999996,0.356
81,0.052,0.185,0.096,0.073,19.7,0.26,0.267,0.462,0.346,0.3,0.403,0.29700000000000004
82,0.096,0.232,0.092,0.068,18.7,0.242,0.219,0.496,0,0,0.647,0.353
79,0.026,0.118,0.065,0.113,13,0.154,0.304,0.504,0.44,0.478,0.304,0.218
83,0.117,0.103,0.081,0.175,4.4,0.08800000000000001,0.337,0.364,0.222,0.105,0.709,0.187
73,0.022,0.106,0.259,0.124,16.9,0.255,0.266,0.422,0.323,0.327,0.405,0.268
71,0.012,0.083,0.284,0.155,10.7,0.165,0.158,0.437,0.2,0.116,0.166,0.718
84,0.078,0.18,0.035,0.116,11.5,0.174,0.262,0.425,0.231,0.037,0.352,0.611
81,0.118,0.17800000000000002,0.068,0.109,13.4,0.153,0.323,0.569,0,0.002,0.7759999999999999,0.222
75,0.047,0.115,0.281,0.256,14.3,0.251,0.218,0.461,0.417,0.119,0.614,0.267
79,0.052,0.154,0.16399999999999998,0.193,11.9,0.182,0.3,0.493,0.235,0.143,0.5700000000000001,0.28700000000000003
79,0.02799999999999999,0.109,0.24,0.103,18.5,0.263,0.209,0.494,0.297,0.258,0.411,0.331
79,0.027,0.104,0.11,0.116,12.3,0.168,0.135,0.427,0.356,0.424,0.182,0.394
78,0.008,0.114,0.095,0.109,17.3,0.214,0.421,0.491,0.359,0.182,0.41600000000000004,0.402
80,0.019,0.099,0.04099999999999999,0.053,11,0.12,0.208,0.39,0.429,0.829,0.012,0.159
82,0.095,0.142,0.085,0.191,9.5,0.154,0.512,0.408,0,0.008,0.562,0.43000000000000005
83,0.119,0.209,0.032,0.188,10,0.117,0.636,0.688,0,0.003,0.9910000000000001,0.006
84,0.07200000000000001,0.241,0.1,0.126,17.1,0.244,0.152,0.471,0,0,0.494,0.505
76,0.016,0.134,0.354,0.221,8.5,0.14300000000000002,0.129,0.4,0.34,0.656,0.136,0.20800000000000002
81,0.06,0.138,0.149,0.15,13.5,0.17800000000000002,0.498,0.489,0.367,0.181,0.539,0.281
80,0.04099999999999999,0.165,0.062,0.13,15.2,0.217,0.16,0.505,0.298,0.323,0.42400000000000004,0.254
79,0.009000000000000001,0.095,0.121,0.092,14.9,0.183,0.156,0.455,0.415,0.519,0.049,0.433
84,0.146,0.191,0.025,0.155,13.3,0.199,0.287,0.459,0,0.013,0.86,0.127
84,0.099,0.154,0.02799999999999999,0.098,13.2,0.16899999999999998,0.323,0.511,0,0,0.539,0.45999999999999996
81,0.093,0.108,0.052,0.118,16.2,0.205,0.419,0.505,0,0.006,0.552,0.44300000000000006
75,0.019,0.08199999999999999,0.163,0.16699999999999998,10.7,0.157,0.344,0.5,0.167,0.194,0.548,0.259
71,0.038,0.076,0.28300000000000003,0.14800000000000002,16,0.196,0.327,0.536,0.404,0.249,0.568,0.184
77,0.033,0.104,0.08900000000000001,0.098,14,0.179,0.208,0.453,0.408,0.302,0.356,0.34199999999999997
81,0.091,0.21899999999999997,0.14,0.134,16.4,0.212,0.273,0.508,0.333,0.003,0.59,0.407
82,0.044,0.14,0.081,0.122,13.2,0.17600000000000002,0.165,0.488,0.357,0.419,0.299,0.28200000000000003
79,0.02799999999999999,0.116,0.225,0.163,13.7,0.201,0.315,0.468,0.25,0.01,0.471,0.519
84,0.078,0.123,0.08800000000000001,0.104,20.8,0.273,0.374,0.492,0,0.001,0.679,0.32
84,0.095,0.156,0.013,0.107,15.7,0.204,0.28,0.501,0,0,0.748,0.252
80,0.13699999999999998,0.342,0.118,0.111,20.4,0.229,0.486,0.483,0.417,0.206,0.611,0.183
72,0.039,0.097,0.294,0.147,14.2,0.18600000000000003,0.31,0.464,0.376,0.424,0.368,0.208
78,0.036,0.168,0.113,0.153,20.7,0.27699999999999997,0.581,0.468,0.359,0.14,0.36,0.501
83,0.107,0.17800000000000002,0.025,0.157,12.8,0.153,0.837,0.573,0,0.02,0.7549999999999999,0.22399999999999998
79,0.091,0.192,0.083,0.125,16,0.215,0.197,0.536,0.152,0.04,0.7889999999999999,0.172
79,0.04099999999999999,0.118,0.052,0.07400000000000001,13.9,0.17600000000000002,0.22,0.386,0.394,0.544,0.165,0.29100000000000004
81,0.065,0.209,0.136,0.13,12.1,0.16399999999999998,0.199,0.518,0.222,0.025,0.652,0.32299999999999995
79,0.012,0.1,0.13,0.105,25.9,0.29600000000000004,0.528,0.467,0.383,0.362,0.314,0.324
76,0.02,0.097,0.102,0.11,17,0.213,0.322,0.476,0.407,0.386,0.43900000000000006,0.175
79,0.083,0.147,0.027,0.159,9.2,0.139,0.524,0.492,0,0,0.709,0.291
75,0.025,0.091,0.303,0.177,10.4,0.165,0.177,0.409,0.385,0.288,0.423,0.28800000000000003
77,0.022,0.087,0.121,0.11,15.5,0.218,0.175,0.431,0.364,0.353,0.28,0.366
80,0.092,0.14300000000000002,0.053,0.131,9.1,0.131,0.439,0.47,0,0.016,0.596,0.387
81,0.105,0.223,0.09,0.16,10.1,0.149,0.224,0.493,0,0.003,0.303,0.694
84,0.112,0.222,0.02799999999999999,0.126,13.1,0.163,0.381,0.552,0,0.005,0.893,0.102
80,0.034,0.154,0.236,0.152,12.3,0.18600000000000003,0.251,0.462,0.341,0.171,0.352,0.477
81,0.1,0.218,0.09,0.112,8.2,0.138,0.214,0.4,0,0.011,0.5609999999999999,0.42900000000000005
82,0.076,0.188,0.15,0.175,12,0.147,0.308,0.577,0.383,0.155,0.6579999999999999,0.186
76,0.012,0.084,0.057,0.085,13.5,0.157,0.298,0.468,0.397,0.611,0.217,0.172
78,0.033,0.124,0.117,0.086,18.3,0.251,0.218,0.459,0.322,0.377,0.368,0.255
84,0.085,0.154,0.099,0.194,12.9,0.197,0.199,0.469,0,0,0.9410000000000001,0.059000000000000004
75,0.043,0.099,0.35700000000000004,0.168,14,0.206,0.346,0.476,0.108,0.044,0.493,0.46299999999999997
84,0.049,0.199,0.214,0.138,13.5,0.17,0.318,0.487,0.374,0.361,0.355,0.28400000000000003
80,0.057,0.195,0.091,0.159,9.8,0.14400000000000002,0.168,0.452,0.364,0.584,0.21799999999999997,0.198
72,0.02799999999999999,0.052,0.243,0.151,16.2,0.245,0.143,0.451,0.353,0.405,0.28,0.314
79,0.075,0.194,0.126,0.113,18.2,0.226,0.342,0.535,0.391,0.023,0.5349999999999999,0.44100000000000006
82,0.132,0.212,0.033,0.123,15,0.206,0.25,0.523,0,0.002,0.6799999999999999,0.317
83,0.13,0.204,0.075,0.11,12.2,0.154,0.424,0.552,0,0.002,0.913,0.08499999999999999
80,0.025,0.16,0.078,0.079,8.8,0.12,0.069,0.504,0.309,0.496,0.213,0.29000000000000004
77,0.023,0.08800000000000001,0.063,0.075,14.8,0.18,0.173,0.469,0.423,0.419,0.196,0.386
85,0.1,0.16399999999999998,0.042,0.183,11.2,0.162,0.391,0.474,0,0,0.7290000000000001,0.27
83,0.05799999999999999,0.234,0.076,0.136,8.4,0.14800000000000002,0.263,0.457,0.152,0.289,0.299,0.41200000000000003
80,0.045,0.098,0.08199999999999999,0.145,6.7,0.113,0.153,0.395,0.324,0.472,0.277,0.25
75,0.018,0.102,0.531,0.224,15.9,0.214,0.307,0.525,0.395,0.253,0.31,0.438
