heightInches,pctORB,pctDRB,pctAST,pctTOV,ptsPerMinute,pctUSG,pctFTRate,FG% by Distance 2P,FG% by Distance (3P),% of FGA by Distance 3P,% of FGA by Distance (0-10),% of FGA by Distance (10-3P)
84,0.103,0.258,0.043,0.149,11.2,0.158,0.237,0.508,0,0,0.841,0.16
77,0.01399999999999999,0.165,0.109,0.09,16.8,0.205,0.22,0.475,0.342,0.444,0.308,0.248
81,0.098,0.155,0.036,0.11,15.2,0.181,0.407,0.515,0,0,0.5549999999999999,0.445
71,0.017,0.094,0.194,0.151,9.1,0.136,0.181,0.481,0.302,0.269,0.42799999999999994,0.303
77,0.016,0.116,0.24,0.204,14.7,0.22,0.261,0.449,0.341,0.247,0.395,0.358
71,0.016,0.081,0.43,0.146,15.4,0.206,0.392,0.463,0.341,0.221,0.371,0.40800000000000003
77,0.01,0.076,0.098,0.1,11.9,0.152,0.201,0.473,0.402,0.348,0.259,0.394
81,0.1,0.203,0.13699999999999998,0.12,15.5,0.196,0.332,0.514,0,0.006,0.808,0.185
84,0.102,0.227,0.031,0.157,10.2,0.13699999999999998,0.295,0.509,0.333,0.008,0.7080000000000001,0.28300000000000003
79,0.048,0.206,0.13,0.094,18.7,0.23,0.307,0.519,0.349,0.234,0.392,0.374
84,0.059,0.253,0.05799999999999999,0.131,13.9,0.158,0.131,0.586,0.42,0.457,0.359,0.184
82,0.07,0.217,0.08800000000000001,0.105,12.5,0.18600000000000003,0.216,0.467,0.241,0.106,0.46199999999999997,0.43199999999999994
74,0.018,0.118,0.29,0.126,21.2,0.26899999999999996,0.293,0.5,0.343,0.421,0.374,0.205
75,0.01399999999999999,0.102,0.28600000000000003,0.177,15.7,0.21899999999999997,0.41,0.444,0.369,0.269,0.42800000000000005,0.304
79,0.033,0.1,0.242,0.19,11.3,0.159,0.23,0.503,0,0.005,0.507,0.488
84,0.115,0.171,0.045,0.086,21.2,0.263,0.278,0.517,0.1,0.01,0.651,0.33799999999999997
84,0.127,0.131,0.051,0.129,12.4,0.155,0.291,0.537,0,0.002,0.8280000000000001,0.16899999999999998
80,0.065,0.263,0.107,0.1,17.5,0.217,0.337,0.48,0.367,0.412,0.394,0.194
72,0.026,0.131,0.324,0.128,18.6,0.254,0.299,0.457,0.338,0.375,0.339,0.28500000000000003
75,0.011,0.095,0.28600000000000003,0.138,12.9,0.195,0.106,0.467,0.315,0.435,0.336,0.229
83,0.102,0.24,0.044,0.187,8.3,0.125,0.481,0.552,0,0,0.8819999999999999,0.11299999999999999
79,0.068,0.142,0.069,0.105,9,0.129,0.127,0.484,0.261,0.172,0.7190000000000001,0.109
79,0.016,0.111,0.125,0.097,21.5,0.266,0.309,0.442,0.393,0.306,0.21800000000000003,0.475
76,0.021,0.095,0.108,0.09,17,0.198,0.193,0.534,0.389,0.592,0.251,0.156
79,0.105,0.151,0.034,0.115,8.3,0.131,0.37,0.422,0,0,0.651,0.349
77,0.02,0.105,0.194,0.14400000000000002,17.1,0.236,0.198,0.465,0.357,0.395,0.308,0.297
80,0.044,0.146,0.098,0.123,12.4,0.183,0.256,0.435,0.307,0.318,0.391,0.291
75,0.043,0.098,0.213,0.14400000000000002,12.6,0.182,0.179,0.479,0.306,0.236,0.49,0.274
75,0.016,0.083,0.103,0.108,15.7,0.205,0.2,0.46,0.396,0.381,0.33199999999999996,0.288
78,0.05,0.114,0.093,0.17600000000000002,13,0.193,0.306,0.454,0.287,0.346,0.507,0.14800000000000002
79,0.021,0.122,0.03,0.13,12.2,0.183,0.14,0.455,0.317,0.383,0.47700000000000004,0.14
82,0.119,0.244,0.046,0.145,14.9,0.19,0.242,0.54,0,0.012,0.764,0.22499999999999998
75,0.01399999999999999,0.086,0.084,0.133,13.4,0.172,0.193,0.507,0.358,0.471,0.33999999999999997,0.19
76,0.009000000000000001,0.071,0.08800000000000001,0.086,16.3,0.201,0.3,0.46,0.349,0.397,0.326,0.277
79,0.023,0.14300000000000002,0.127,0.108,16,0.199,0.18,0.494,0.407,0.308,0.288,0.404
78,0.011,0.117,0.071,0.075,18.4,0.239,0.195,0.459,0.345,0.539,0.208,0.253
75,0.034,0.102,0.345,0.243,10.2,0.153,0.266,0.539,0.206,0.117,0.628,0.255
80,0.006999999999999999,0.14,0.09,0.166,5.6,0.08900000000000001,0.035,0.313,0.327,0.86,0.036,0.105
72,0.03,0.075,0.16899999999999998,0.09,15.8,0.221,0.119,0.429,0.341,0.542,0.185,0.274
79,0.035,0.152,0.097,0.195,9.7,0.17,0.361,0.358,0.311,0.378,0.475,0.14700000000000002
79,0.069,0.2,0.154,0.133,18.3,0.238,0.362,0.513,0.356,0.232,0.591,0.176
82,0.043,0.218,0.097,0.106,18.1,0.228,0.455,0.495,0.316,0.502,0.341,0.158
83,0.112,0.251,0.117,0.13,18.5,0.239,0.394,0.496,0,0,0.924,0.076
75,0.027,0.071,0.104,0.087,10.6,0.14400000000000002,0.144,0.485,0.342,0.273,0.43100000000000005,0.295
76,0.026,0.075,0.247,0.16,10,0.2,0.085,0.397,0.212,0.311,0.434,0.255
80,0.039,0.16899999999999998,0.102,0.08199999999999999,14.9,0.19,0.148,0.487,0.358,0.41,0.251,0.33999999999999997
81,0.046,0.17,0.124,0.124,17.5,0.233,0.211,0.494,0.318,0.163,0.392,0.445
77,0.024,0.091,0.052,0.055,15.7,0.165,0.145,0.497,0.434,0.528,0.192,0.278
84,0.07400000000000001,0.154,0.108,0.13699999999999998,15.1,0.191,0.237,0.536,0.368,0.19,0.746,0.064
85,0.11,0.214,0.043,0.149,13.8,0.16899999999999998,0.382,0.557,0.333,0.011,0.8089999999999999,0.18
78,0.081,0.124,0.096,0.071,21.3,0.253,0.365,0.503,0.392,0.128,0.632,0.239
82,0.122,0.14800000000000002,0.08,0.115,14.1,0.16699999999999998,0.166,0.574,0.409,0.146,0.503,0.351
72,0.021,0.112,0.199,0.243,9.3,0.155,0.246,0.4,0.364,0.518,0.219,0.268
76,0.013,0.11,0.145,0.104,16.4,0.238,0.268,0.407,0.305,0.326,0.242,0.43099999999999994
72,0.025,0.08900000000000001,0.278,0.173,13.4,0.195,0.071,0.472,0.345,0.512,0.254,0.235
81,0.038,0.152,0.073,0.107,14.2,0.208,0.132,0.47,0.317,0.216,0.368,0.416
83,0.119,0.221,0.23,0.196,8.5,0.13699999999999998,0.407,0.447,0,0.005,0.7969999999999999,0.19899999999999998
83,0.083,0.21,0.098,0.162,11.6,0.17,0.352,0.462,0,0,0.791,0.20800000000000002
82,0.011,0.114,0.086,0.081,11.5,0.141,0.036,0.375,0.396,0.857,0,0.143
84,0.021,0.199,0.104,0.065,21,0.249,0.272,0.486,0.38,0.258,0.136,0.606
83,0.118,0.261,0.073,0.163,13.9,0.207,0.345,0.449,0,0.005,0.883,0.11199999999999999
81,0.08199999999999999,0.117,0.071,0.159,9.8,0.192,0.225,0.367,0,0,0.44199999999999995,0.5579999999999999
81,0.062,0.214,0.113,0.171,12.8,0.177,0.236,0.538,0.279,0.178,0.487,0.334
76,0.022,0.112,0.193,0.14300000000000002,18.1,0.252,0.295,0.464,0.339,0.228,0.528,0.244
83,0.07,0.165,0.122,0.14300000000000002,16.6,0.211,0.258,0.538,0.349,0.331,0.487,0.182
83,0.131,0.199,0.162,0.182,12.6,0.191,0.302,0.456,0,0.006,0.5589999999999999,0.43399999999999994
80,0.054,0.109,0.158,0.212,8.2,0.142,0.091,0.418,0.292,0.538,0.376,0.087
74,0.009000000000000001,0.065,0.287,0.139,18,0.245,0.2,0.493,0.427,0.107,0.479,0.415
81,0.032,0.13,0.114,0.095,17.1,0.206,0.233,0.521,0.38,0.419,0.46099999999999997,0.12
80,0.068,0.163,0.107,0.087,10.8,0.131,0.15,0.536,0.371,0.529,0.303,0.16799999999999998
72,0.021,0.125,0.474,0.127,19.7,0.237,0.274,0.523,0.398,0.298,0.201,0.501
82,0.07200000000000001,0.182,0.064,0.155,10.4,0.17,0.209,0.427,0.111,0.041,0.514,0.44499999999999995
75,0.048,0.112,0.326,0.202,10.6,0.183,0.302,0.435,0.262,0.059,0.759,0.181
83,0.121,0.21,0.057,0.098,17.1,0.231,0.393,0.424,0,0,0.923,0.076
82,0.087,0.212,0.063,0.265,7.7,0.136,0.366,0.451,0,0.004,0.912,0.08399999999999999
79,0.027,0.14300000000000002,0.119,0.109,16.3,0.199,0.32,0.496,0.389,0.462,0.253,0.285
83,0.113,0.21600000000000005,0.07,0.14400000000000002,14.8,0.192,0.648,0.576,0,0.006,0.977,0.016
83,0.103,0.193,0.042,0.157,8.9,0.12,0.181,0.535,0,0,0.901,0.09899999999999999
79,0.034,0.09,0.077,0.094,10.8,0.138,0.215,0.478,0.373,0.546,0.34299999999999997,0.112
80,0.05599999999999999,0.116,0.068,0.109,11.2,0.151,0.202,0.491,0.337,0.266,0.355,0.379
71,0.023,0.124,0.28,0.173,10.6,0.173,0.282,0.44,0.246,0.374,0.449,0.178
74,0.021,0.05799999999999999,0.244,0.17600000000000002,8.1,0.134,0.202,0.404,0.284,0.489,0.28700000000000003,0.224
75,0.02799999999999999,0.086,0.215,0.201,8.2,0.116,0.18,0.548,0.343,0.728,0.16599999999999998,0.106
81,0.04099999999999999,0.128,0.103,0.075,11.2,0.15,0.162,0.436,0.463,0.167,0.32599999999999996,0.508
81,0.112,0.258,0.114,0.128,17.9,0.243,0.32,0.49,0.35,0.021,0.691,0.28700000000000003
75,0.01,0.066,0.09,0.085,19.1,0.21,0.216,0.515,0.437,0.488,0.14,0.372
74,0.013,0.101,0.21,0.17,9.9,0.14800000000000002,0.119,0.487,0.317,0.358,0.176,0.46599999999999997
76,0.02,0.08900000000000001,0.147,0.105,12.2,0.179,0.254,0.449,0.298,0.264,0.526,0.21000000000000002
79,0.051,0.16,0.07400000000000001,0.172,6.4,0.09,0.239,0.612,0.247,0.423,0.562,0.015
73,0.01,0.08199999999999999,0.203,0.105,13,0.18600000000000003,0.164,0.44,0.321,0.427,0.184,0.389
78,0.061,0.106,0.07,0.124,10.1,0.149,0.358,0.438,0.263,0.284,0.433,0.28400000000000003
69,0.031,0.062,0.257,0.098,14.5,0.225,0.18,0.399,0.277,0.439,0.255,0.306
82,0.126,0.28600000000000003,0.076,0.161,13.9,0.202,0.408,0.488,0,0.008,0.7689999999999999,0.223
73,0.039,0.16399999999999998,0.393,0.236,10.8,0.195,0.121,0.444,0.314,0.133,0.514,0.353
74,0.026,0.087,0.307,0.149,21.3,0.317,0.224,0.465,0.28,0.325,0.41600000000000004,0.258
78,0.018,0.107,0.065,0.081,13.9,0.183,0.074,0.452,0.372,0.518,0.228,0.254
82,0.009000000000000001,0.04099999999999999,0.079,0.147,11.1,0.138,0.087,0.538,0.406,0.646,0.118,0.23600000000000002
78,0.016,0.14300000000000002,0.054,0.158,4,0.112,0.204,0.296,0.111,0.5,0.26,0.241
84,0.084,0.146,0.07400000000000001,0.095,9.8,0.14800000000000002,0.268,0.413,0,0.003,0.45799999999999996,0.5389999999999999
79,0.032,0.129,0.12,0.16399999999999998,12.3,0.179,0.272,0.525,0.244,0.367,0.5609999999999999,0.075
73,0.023,0.099,0.34600000000000003,0.168,18.2,0.27,0.269,0.449,0.351,0.223,0.534,0.243
81,0.093,0.256,0.11,0.113,16.6,0.228,0.352,0.474,0.25,0.031,0.556,0.41200000000000003
79,0.047,0.152,0.109,0.07400000000000001,17,0.214,0.17,0.517,0.344,0.424,0.349,0.227
78,0.064,0.193,0.112,0.122,10.3,0.146,0.233,0.462,0.321,0.313,0.542,0.14
82,0.081,0.179,0.08,0.168,15.2,0.215,0.182,0.516,0,0.004,0.622,0.373
75,0.023,0.112,0.23,0.173,12.2,0.187,0.518,0.387,0.317,0.18,0.604,0.216
77,0.04099999999999999,0.126,0.142,0.154,11.6,0.174,0.136,0.458,0.342,0.416,0.255,0.329
78,0.033,0.117,0.257,0.107,20.4,0.263,0.448,0.439,0.338,0.415,0.43800000000000006,0.14700000000000002
82,0.08900000000000001,0.194,0.107,0.15,15.1,0.206,0.273,0.488,0.182,0.044,0.496,0.45999999999999996
80,0.02,0.102,0.073,0.105,9.9,0.132,0.117,0.371,0.398,0.54,0.262,0.197
75,0.012,0.13,0.275,0.14300000000000002,12.7,0.18600000000000003,0.217,0.464,0.313,0.369,0.43599999999999994,0.198
76,0.036,0.099,0.163,0.14400000000000002,10.4,0.151,0.266,0.41,0.335,0.57,0.266,0.16299999999999998
82,0.078,0.161,0.034,0.14300000000000002,7.9,0.095,0.796,0.612,0,0,0.979,0.02
72,0.019,0.114,0.407,0.166,14.6,0.246,0.155,0.407,0.3,0.163,0.739,0.098
78,0.017,0.104,0.156,0.11,14.7,0.193,0.095,0.462,0.383,0.564,0.164,0.271
84,0.062,0.15,0.135,0.136,13.2,0.197,0.258,0.44,0.357,0.071,0.277,0.652
81,0.07200000000000001,0.183,0.205,0.158,16.1,0.248,0.258,0.451,0.316,0.231,0.588,0.181
78,0.025,0.109,0.068,0.108,11.1,0.141,0.148,0.494,0.371,0.531,0.337,0.132
82,0.101,0.187,0.099,0.102,23.6,0.29100000000000004,0.276,0.498,0.278,0.028,0.45699999999999996,0.515
83,0.102,0.174,0.118,0.14400000000000002,15,0.184,0.396,0.558,0,0,0.98,0.02
78,0.011,0.075,0.09,0.11,10.2,0.142,0.216,0.408,0.322,0.503,0.263,0.23299999999999998
78,0.027,0.171,0.254,0.17600000000000002,11.5,0.211,0.2,0.425,0.171,0.191,0.419,0.391
82,0.099,0.205,0.068,0.12,19.7,0.238,0.38,0.562,0,0.008,0.792,0.2
77,0.021,0.124,0.202,0.122,17.2,0.234,0.286,0.452,0.39,0.187,0.42300000000000004,0.389
81,0.101,0.209,0.142,0.093,17.7,0.236,0.182,0.494,0.283,0.26,0.49,0.249
75,0.016,0.077,0.379,0.166,18.8,0.253,0.36,0.496,0.343,0.233,0.598,0.168
81,0.034,0.209,0.081,0.135,13.7,0.201,0.144,0.476,0.321,0.605,0.304,0.091
77,0.038,0.099,0.11,0.151,10,0.139,0.282,0.427,0.375,0.518,0.28300000000000003,0.19999999999999998
74,0.01,0.071,0.138,0.13699999999999998,11.9,0.14300000000000002,0.108,0.504,0.39,0.724,0.14,0.137
69,0.021,0.077,0.272,0.131,23,0.278,0.437,0.457,0.373,0.434,0.365,0.2
80,0.048,0.099,0.07400000000000001,0.132,10.7,0.17,0.224,0.417,0.318,0.05,0.43,0.52
80,0.031,0.093,0.084,0.102,12.7,0.159,0.164,0.426,0.401,0.529,0.308,0.16399999999999998
83,0.08199999999999999,0.215,0.065,0.146,8.9,0.127,0.334,0.471,0,0.002,0.642,0.355
78,0.012,0.094,0.146,0.095,24.5,0.276,0.197,0.481,0.439,0.42,0.27899999999999997,0.30200000000000005
81,0.145,0.197,0.027,0.122,11.4,0.14,0.508,0.547,0,0,0.912,0.088
76,0.034,0.097,0.08199999999999999,0.068,19,0.241,0.162,0.426,0.378,0.414,0.353,0.23199999999999998
80,0.037,0.145,0.063,0.108,12.1,0.147,0.176,0.534,0.366,0.738,0.196,0.066
77,0.052,0.18,0.07400000000000001,0.127,10.8,0.139,0.24,0.506,0.345,0.423,0.40800000000000003,0.16999999999999998
82,0.008,0.147,0.075,0.131,11.8,0.142,0.059,0.469,0.432,0.739,0.106,0.154
78,0.019,0.185,0.3,0.197,12.4,0.195,0.189,0.458,0.277,0.16,0.374,0.46699999999999997
82,0.063,0.16399999999999998,0.085,0.2,8.2,0.123,0.375,0.458,0,0,0.541,0.45899999999999996
75,0.015,0.094,0.24,0.139,14.6,0.196,0.202,0.539,0.268,0.192,0.293,0.515
83,0.118,0.263,0.031,0.124,16.5,0.191,0.423,0.573,0,0.002,0.885,0.11399999999999999
78,0.013,0.112,0.239,0.136,14,0.198,0.091,0.436,0.379,0.484,0.34,0.177
83,0.048,0.193,0.047,0.069,21.4,0.267,0.097,0.475,0.376,0.61,0.279,0.11
82,0.104,0.26,0.11,0.102,20.3,0.26,0.181,0.524,0.333,0.005,0.5840000000000001,0.41000000000000003
76,0.036,0.096,0.321,0.14400000000000002,24.3,0.34700000000000003,0.341,0.489,0.284,0.094,0.41900000000000004,0.487
75,0.021,0.07400000000000001,0.119,0.1,15.3,0.225,0.182,0.431,0.297,0.26,0.42400000000000004,0.316
72,0.018,0.099,0.271,0.083,18.3,0.259,0.288,0.418,0.304,0.285,0.373,0.34099999999999997
75,0.015,0.128,0.463,0.187,17.6,0.261,0.31,0.478,0.3,0.186,0.364,0.449
79,0.064,0.155,0.051,0.307,4.4,0.09,0.441,0.419,0.333,0.088,0.853,0.059
80,0.073,0.079,0.066,0.108,14.4,0.17800000000000002,0.089,0.56,0.238,0.098,0.696,0.20600000000000002
74,0.01399999999999999,0.112,0.233,0.16899999999999998,14.4,0.188,0.4,0.459,0.4,0.42,0.266,0.314
82,0.052,0.133,0.099,0.13699999999999998,10.7,0.175,0.124,0.408,0.367,0.144,0.201,0.655
79,0.033,0.113,0.067,0.156,10.8,0.182,0.703,0.292,0.233,0.473,0.20900000000000002,0.319
81,0.064,0.197,0.201,0.13699999999999998,14.6,0.21,0.235,0.479,0.2,0.029,0.357,0.613
75,0.059,0.16699999999999998,0.47,0.14300000000000002,29.5,0.384,0.445,0.457,0.299,0.196,0.45199999999999996,0.353
84,0.156,0.34700000000000003,0.01,0.113,17.8,0.211,0.403,0.628,0,0,0.884,0.11599999999999999
79,0.05,0.095,0.098,0.117,16.8,0.226,0.41,0.453,0.31,0.111,0.504,0.388
75,0.015,0.11,0.337,0.149,15.1,0.223,0.313,0.395,0.367,0.307,0.392,0.302
80,0.033,0.121,0.05599999999999999,0.08900000000000001,15.2,0.18899999999999997,0.404,0.511,0.314,0.322,0.484,0.194
74,0.01399999999999999,0.073,0.136,0.084,22.2,0.27,0.426,0.464,0.34,0.482,0.237,0.281
80,0.031,0.182,0.078,0.101,10.2,0.133,0.176,0.5,0.358,0.535,0.241,0.226
73,0.012,0.08900000000000001,0.374,0.154,17.5,0.252,0.217,0.434,0.342,0.405,0.136,0.45899999999999996
82,0.039,0.14,0.065,0.086,11.3,0.149,0.133,0.467,0.36,0.593,0.19,0.217
84,0.101,0.179,0.064,0.122,13.6,0.173,0.781,0.5,0,0,0.844,0.156
82,0.096,0.147,0.044,0.076,13.5,0.136,0.309,0.647,0,0.008,0.917,0.07500000000000001
81,0.026,0.172,0.102,0.079,13.3,0.171,0.221,0.378,0.38,0.568,0.28400000000000003,0.148
78,0.02899999999999999,0.11,0.05599999999999999,0.042,11.4,0.158,0.284,0.528,0.258,0.647,0.14700000000000002,0.206
79,0.018,0.091,0.069,0.075,20.3,0.26,0.311,0.363,0.369,0.473,0.168,0.36
80,0.05799999999999999,0.135,0.124,0.1,15.8,0.215,0.207,0.484,0.33,0.119,0.676,0.20400000000000001
83,0.07,0.201,0.109,0.122,11.4,0.156,0.44,0.46,1,0.003,0.584,0.413
83,0.091,0.205,0.108,0.098,17.3,0.196,0.3,0.549,0,0,0.806,0.191
79,0.081,0.151,0.044,0.1,12.6,0.131,0.318,0.606,0.388,0.229,0.579,0.191
83,0.125,0.161,0.043,0.141,11.4,0.126,0.46,0.613,0,0,0.979,0.021
77,0.011,0.11,0.099,0.087,13.8,0.179,0.164,0.469,0.382,0.298,0.293,0.41000000000000003
86,0.093,0.259,0.05799999999999999,0.136,14.7,0.204,0.197,0.478,0,0.003,0.54,0.45399999999999996
83,0.119,0.271,0.1,0.196,14.8,0.184,0.373,0.596,0,0,0.9870000000000001,0.013
83,0.092,0.222,0.081,0.078,21.2,0.259,0.289,0.521,0,0.015,0.47000000000000003,0.514
81,0.111,0.17800000000000002,0.071,0.146,9.6,0.13,0.197,0.516,0,0,0.654,0.346
76,0.07,0.141,0.069,0.128,11.9,0.168,0.294,0.468,0.357,0.09,0.75,0.16
80,0.045,0.18600000000000003,0.08800000000000001,0.132,12.9,0.16899999999999998,0.217,0.468,0.361,0.485,0.373,0.14200000000000002
78,0.02,0.109,0.077,0.18,8.9,0.13699999999999998,0.163,0.478,0.267,0.483,0.405,0.11299999999999999
77,0.031,0.193,0.068,0.108,11.6,0.158,0.314,0.533,0.265,0.474,0.348,0.177
81,0.024,0.194,0.13699999999999998,0.151,10.1,0.14400000000000002,0.281,0.488,0.324,0.125,0.41700000000000004,0.46099999999999997
81,0.07,0.152,0.061,0.08,20.2,0.247,0.245,0.466,0.366,0.385,0.324,0.291
83,0.046,0.2,0.2,0.14800000000000002,17.2,0.223,0.404,0.537,0.257,0.108,0.6890000000000001,0.20099999999999998
79,0.043,0.195,0.21899999999999997,0.106,22.4,0.297,0.308,0.463,0.339,0.237,0.3,0.46299999999999997
80,0.026,0.116,0.1,0.108,12.9,0.157,0.187,0.478,0.371,0.581,0.309,0.112
81,0.062,0.154,0.1,0.114,12.5,0.16699999999999998,0.108,0.473,0.385,0.239,0.305,0.457
84,0.109,0.287,0.031,0.197,8.2,0.114,0.574,0.533,0,0,0.984,0.02
71,0.008,0.08,0.253,0.171,14.3,0.18,0.366,0.44,0.405,0.48,0.366,0.151
81,0.032,0.16699999999999998,0.096,0.069,13.9,0.175,0.173,0.433,0.404,0.377,0.481,0.142
75,0.03,0.084,0.106,0.118,14.4,0.181,0.168,0.508,0.355,0.297,0.495,0.20500000000000002
70,0.017,0.083,0.315,0.13,17.4,0.238,0.135,0.481,0.385,0.366,0.436,0.199
84,0.049,0.124,0.048,0.079,17.3,0.232,0.204,0.471,0.188,0.057,0.262,0.681
80,0.043,0.124,0.078,0.076,13.6,0.159,0.212,0.508,0.383,0.338,0.374,0.287
79,0.042,0.183,0.116,0.138,12.5,0.179,0.199,0.449,0.322,0.534,0.377,0.09
77,0.027,0.2,0.14400000000000002,0.112,18,0.23,0.273,0.476,0.345,0.331,0.478,0.194
80,0.081,0.15,0.092,0.099,12.7,0.139,0.467,0.552,0,0.006,0.728,0.265
80,0.024,0.168,0.26899999999999996,0.17600000000000002,15.4,0.214,0.22,0.492,0.348,0.457,0.206,0.33499999999999996
75,0.016,0.09,0.162,0.133,12.9,0.16399999999999998,0.206,0.408,0.437,0.529,0.25,0.225
82,0.119,0.225,0.066,0.128,15,0.185,0.43,0.508,0,0.005,0.774,0.221
76,0.015,0.18,0.127,0.14800000000000002,15.1,0.2,0.208,0.502,0.357,0.421,0.47000000000000003,0.109
76,0.026,0.098,0.156,0.113,20.2,0.253,0.22,0.481,0.387,0.339,0.343,0.318
77,0.006999999999999999,0.069,0.111,0.103,15,0.197,0.217,0.456,0.306,0.468,0.12,0.412
73,0.039,0.096,0.179,0.126,12.3,0.153,0.148,0.472,0.4,0.522,0.372,0.106
80,0.117,0.295,0.024,0.155,9,0.115,0.785,0.544,0,0.003,0.861,0.136
81,0.054,0.172,0.114,0.153,10.3,0.128,0.234,0.564,0.384,0.532,0.41700000000000004,0.051
81,0.092,0.254,0.052,0.151,9.7,0.129,0.433,0.548,0,0,0.942,0.067
75,0.01,0.092,0.295,0.246,9.3,0.146,0.083,0.461,0.344,0.629,0.154,0.216
73,0.018,0.112,0.318,0.162,21.5,0.272,0.35,0.482,0.372,0.262,0.42500000000000004,0.313
79,0.019,0.118,0.073,0.125,15.1,0.194,0.176,0.474,0.382,0.451,0.405,0.14500000000000002
84,0.095,0.26,0.14800000000000002,0.21600000000000005,9.3,0.114,0.179,0.626,1,0.004,0.935,0.061
77,0.01399999999999999,0.084,0.158,0.14,17.9,0.23,0.295,0.464,0.343,0.333,0.34099999999999997,0.325
80,0.119,0.204,0.08199999999999999,0.157,10.2,0.146,0.273,0.513,0.293,0.106,0.7869999999999999,0.10900000000000001
83,0.032,0.211,0.121,0.081,20.4,0.247,0.349,0.508,0.365,0.289,0.292,0.41900000000000004
75,0.02,0.073,0.098,0.092,16.4,0.198,0.121,0.505,0.361,0.399,0.25,0.351
81,0.02799999999999999,0.104,0.1,0.113,12.7,0.17800000000000002,0.254,0.46,0.272,0.406,0.479,0.11599999999999999
72,0.02,0.075,0.26,0.142,16,0.229,0.136,0.43,0.357,0.394,0.423,0.185
75,0.026,0.115,0.139,0.129,13.3,0.18899999999999997,0.292,0.443,0.314,0.376,0.364,0.26
78,0.023,0.123,0.191,0.094,22.4,0.322,0.252,0.41,0.285,0.42,0.195,0.386
79,0.05,0.126,0.102,0.14300000000000002,10.5,0.145,0.234,0.523,0.279,0.36,0.506,0.134
78,0.034,0.14300000000000002,0.092,0.071,10.2,0.114,0.153,0.467,0.415,0.541,0.255,0.20400000000000001
72,0.015,0.08,0.197,0.107,17.9,0.253,0.129,0.46,0.344,0.404,0.276,0.32
78,0.024,0.136,0.139,0.114,18.6,0.259,0.422,0.412,0.405,0.237,0.44600000000000006,0.318
79,0.034,0.116,0.214,0.096,20.4,0.244,0.459,0.489,0.312,0.198,0.433,0.367
79,0.008,0.135,0.077,0.067,10.3,0.126,0.154,0.618,0.306,0.471,0.298,0.241
75,0.012,0.11,0.223,0.154,9.7,0.126,0.105,0.496,0.414,0.446,0.128,0.426
77,0.026,0.086,0.078,0.09,14.3,0.182,0.238,0.489,0.309,0.384,0.34400000000000003,0.273
72,0.011,0.08800000000000001,0.113,0.102,15.5,0.199,0.249,0.354,0.363,0.672,0.226,0.10400000000000001
82,0.14400000000000002,0.227,0.051,0.109,13.3,0.161,0.531,0.583,0,0.003,0.995,0.003
78,0.034,0.136,0.08900000000000001,0.084,14.1,0.185,0.245,0.425,0.349,0.493,0.3,0.20700000000000002
77,0.034,0.157,0.266,0.196,13.6,0.213,0.292,0.472,0.273,0.099,0.621,0.279
81,0.034,0.201,0.075,0.12,15.6,0.17800000000000002,0.256,0.537,0.409,0.441,0.536,0.026
84,0.103,0.166,0.038,0.105,11.8,0.132,0.369,0.567,0,0.006,0.873,0.121
74,0.019,0.115,0.266,0.16399999999999998,16.5,0.21899999999999997,0.59,0.461,0.309,0.336,0.523,0.142
84,0.115,0.275,0.06,0.193,10.5,0.127,0.545,0.585,0,0.003,0.892,0.10500000000000001
75,0.026,0.097,0.153,0.165,14.7,0.195,0.168,0.5,0.357,0.416,0.377,0.20800000000000002
76,0.038,0.096,0.138,0.102,17.3,0.228,0.186,0.468,0.347,0.291,0.456,0.255
74,0.009000000000000001,0.135,0.22,0.128,14.3,0.217,0.134,0.427,0.324,0.211,0.33299999999999996,0.45599999999999996
72,0.01399999999999999,0.068,0.217,0.129,16.8,0.192,0.291,0.519,0.401,0.28,0.405,0.316
82,0.112,0.152,0.096,0.28800000000000003,6.3,0.106,0.303,0.467,0,0.018,0.817,0.16499999999999998
73,0.016,0.093,0.327,0.095,17.5,0.224,0.329,0.449,0.363,0.309,0.4,0.29
77,0.083,0.159,0.099,0.163,9.1,0.187,0.102,0.286,0.238,0.429,0.408,0.16299999999999998
82,0.077,0.282,0.17,0.133,28,0.354,0.498,0.473,0.333,0.158,0.6459999999999999,0.196
79,0.036,0.209,0.084,0.153,16.2,0.215,0.249,0.452,0.353,0.677,0.273,0.051000000000000004
77,0.01399999999999999,0.097,0.07200000000000001,0.081,14.2,0.16399999999999998,0.167,0.506,0.393,0.42,0.202,0.379
77,0.01,0.063,0.14,0.096,19,0.249,0.289,0.44,0.34,0.366,0.233,0.401
78,0.032,0.142,0.08900000000000001,0.083,16.2,0.185,0.294,0.529,0.336,0.446,0.34900000000000003,0.203
80,0.031,0.104,0.05599999999999999,0.084,8.8,0.11,0.199,0.55,0.316,0.422,0.379,0.202
76,0.008,0.096,0.069,0.14,10.5,0.165,0.524,0.364,0.308,0.371,0.495,0.14300000000000002
74,0.01399999999999999,0.079,0.142,0.127,15.6,0.174,0.241,0.46,0.45,0.496,0.236,0.267
74,0.02899999999999999,0.136,0.337,0.129,31.7,0.326,0.25,0.566,0.454,0.554,0.309,0.136
76,0.016,0.116,0.076,0.112,18.3,0.204,0.048,0.462,0.484,0.652,0.09,0.257
