heightInches,pctORB,pctDRB,pctAST,pctTOV,ptsPerMinute,pctUSG,pctFTRate,FG..by.Distance.2P,FG..by.Distance..3P.,X..of.FGA.by.Distance.3P,X..of.FGA.by.Distance..0.10.,X..of.FGA.by.Distance..10.3P.
-0.5015597472177192,-0.6033446897035524,-0.8293421302876065,-0.889373865552365,-0.3765278269439859,-0.8834818288771116,-0.8842426847421736,-0.23956471234429602,-0.560032780559415,0.7904257126995927,0.3147303982295956,-0.920901114609893,0.9822788027361403
2.072299530398727,0.27789411056371616,-0.13763156971973067,-1.185292308197085,-0.021189008036723366,-0.16517594226593224,1.0301475373681546,1.016146662599172,-1.8410505437830176,-1.906960941074108,-1.2178681092423562,-0.6035476363575045,2.821460902313074
1.2143464378599114,1.1332141225878296,0.09856228023027604,-0.47289605738572216,-1.2648748742121423,0.687812298084843,0.9314676290119521,-0.0017968780354735106,-0.05071246506087474,-0.2294816787770305,-1.2459034477936726,-0.04591223885687872,1.9984805853817615
0.3563933453210961,0.459325628265801,-0.4581803660804536,-0.4509761727453725,0.66410728557014,-0.12028182435273371,0.37886014221721825,0.5183202595150753,-0.930447555467445,0.4280901920434237,-0.4749316376324772,-0.31792950593035446,1.2470637742705626
0.9283620736803063,0.43340684002264596,-0.08701860187330067,-0.4509761727453725,-0.7572479900589101,-1.0855053594865058,-0.706618849701009,-1.0791823772473248,-0.930447555467445,-1.906960941074108,-1.3253369070224017,-0.970770946906697,3.565721362842261
-0.5015597472177192,-0.5774259014603974,-1.0824069695197567,-0.11121796081995337,-0.6557226132282639,0.7551534749546405,0.35912416054597773,-0.22470422269999463,0.7672868295276913,0.8373951320439106,0.8287116050037261,-0.9979726736140446,0.316738198609079
-0.7875441113973243,-0.4996695367309323,-0.7281161945947467,-0.1769776147410023,1.4763103002153115,0.01440052938686228,0.4972760322446613,0.8526812765118565,0.27340046298365145,-0.41735935615430314,-0.9094793851778782,1.323241338746284,-0.6779945322905077
-1.3595128397565346,-0.9143701486214115,-1.0486649909554697,1.4670137332852196,0.08033636879392317,-0.29985829600552866,0.18150032550481363,-0.11325055036773407,-1.1619567897849636,0.3609910215515409,0.534340550214906,-0.21365622021885525,-0.4704603654121769
0.6423777095007012,2.5328286877181965,0.04794931238384603,-1.0866528273155114,0.66410728557014,-0.7712465340941148,-0.7658267947147305,1.5659847794383233,0.7055510337096863,-1.906960941074108,-1.3346820198728406,1.930746568543714,-0.99287395789901
0.9283620736803063,2.1440468640708725,1.1108216371588762,-1.1414525389163857,0.6894886297778017,-0.7712465340941148,-1.1013384831258186,2.606219054539421,1.0450979107087137,-0.5649775312364459,-1.1945053271162593,1.6768637859418027,-0.8068088427667133
0.6423777095007012,1.0813765461015195,0.6721759158231491,-0.7907343846707916,-0.22423976169801643,-0.2549641780923297,-0.0750674362213125,0.11708703911893734,-1.1619567897849636,0.5421587818796251,0.8146939357280679,0.003957593439925257,-1.2433462282694097
0.07040898114149101,0.12238138110478614,0.3347561301802828,0.4915788667896612,-0.17347707328269316,2.0795299533940024,2.470874199368711,0.8824022558004594,-0.5754667295139162,0.5824182841747549,-0.6945417896177875,-0.14111828233259516,1.2971582283446423
0.6423777095007012,1.2887268520467594,-0.4413093767983103,-1.0866528273155114,2.516945412729438,-2.162964189403274,-2.1670814933728058,0.8972627454447608,-0.1433161587878822,-1.906960941074108,-1.353372245573718,1.9579482952510616,-1.007186659063033
0.3563933453210961,0.3297316870500261,-0.2557284946947336,-0.3523366918637993,-0.3765278269439859,-0.3223053549621279,-0.46978706964612277,0.10965679429678662,0.5203436462556713,0.2335025976169629,0.14184581049647918,0.08556277356196813,-0.34164605493597133
1.2143464378599114,1.0036201813720547,-0.4075673982340236,-1.009933231074288,2.212369282237498,-0.7712465340941148,-0.5289950146598443,0.9567047040219664,1.1377016044357195,-1.906960941074108,-1.315991794171963,1.4275146244577834,-0.22714444562378858
0.6423777095007012,0.9777013931289,0.8914987764910124,-0.944173577153239,-0.9602987437202031,-0.9283759467903101,-0.5289950146598443,-0.9751589497372148,-0.806975963831435,-1.906960941074108,-1.3300094634476212,0.4165171151680309,1.404503487074814
