namePlayer.x,slugSeason,groupPosition,countGames,countGamesStarted,Tm
Nick Young,2015-16,G,54,2,LAL
Thaddeus Young,2015-16,F,73,73,BRK
Cody Zeller,2015-16,C,73,60,CHO
Tyler Zeller,2015-16,C,60,3,BOS
Alex Abrines,2016-17,G,68,6,OKC
Quincy Acy,2016-17,F,38,1,TOT
Steven Adams,2016-17,C,80,80,OKC
Arron Afflalo,2016-17,G,61,45,SAC
Alexis Ajinca,2016-17,C,39,15,NOP
Cole Aldrich,2016-17,C,62,0,MIN
LaMarcus Aldridge,2016-17,F,72,72,SAS
Lavoy Allen,2016-17,F,61,5,IND
Tony Allen,2016-17,G,71,66,MEM
Al-Farouq Aminu,2016-17,F,61,25,POR
Alan Anderson,2016-17,F,30,0,LAC
Justin Anderson,2016-17,F,75,10,TOT
Kyle Anderson,2016-17,F,72,14,SAS
Ryan Anderson,2016-17,F,72,72,HOU
Giannis Antetokounmpo,2016-17,F,80,80,MIL
Carmelo Anthony,2016-17,F,74,74,NYK
Trevor Ariza,2016-17,F,80,80,HOU
Darrell Arthur,2016-17,F,41,7,DEN
Omer Asik,2016-17,C,31,19,NOP
D.J. Augustin,2016-17,G,78,20,ORL
Luke Babbitt,2016-17,F,68,55,MIA
Ron Baker,2016-17,G,52,13,NYK
Wade Baldwin IV,2016-17,G,33,1,MEM
Leandro Barbosa,2016-17,G,67,0,PHO
J.J. Barea,2016-17,G,35,6,DAL
Harrison Barnes,2016-17,F,79,79,DAL
Matt Barnes,2016-17,F,74,18,TOT
Will Barton,2016-17,G,60,19,DEN
Brandon Bass,2016-17,F,52,0,LAC
Nicolas Batum,2016-17,G,77,77,CHO
Aron Baynes,2016-17,C,75,2,DET
Kent Bazemore,2016-17,F,73,64,ATL
Bradley Beal,2016-17,G,77,77,WAS
Michael Beasley,2016-17,F,56,6,MIL
Marco Belinelli,2016-17,G,74,0,CHO
DeAndre' Bembry,2016-17,F,38,1,ATL
Dragan Bender,2016-17,F,43,0,PHO
Davis Bertans,2016-17,F,67,6,SAS
Patrick Beverley,2016-17,G,67,67,HOU
Bismack Biyombo,2016-17,C,81,27,ORL
Nemanja Bjelica,2016-17,F,65,1,MIN
Tarik Black,2016-17,C,67,16,LAL
Eric Bledsoe,2016-17,G,66,66,PHO
Bojan Bogdanovic,2016-17,F,81,54,TOT
Devin Booker,2016-17,G,78,78,PHO
Trevor Booker,2016-17,F,71,43,BRK
Avery Bradley,2016-17,G,55,55,BOS
Corey Brewer,2016-17,F,82,11,TOT
Malcolm Brogdon,2016-17,G,75,28,MIL
Aaron Brooks,2016-17,G,65,0,IND
Jaylen Brown,2016-17,F,78,20,BOS
Nicolas Brussino,2016-17,G,54,2,DAL
Reggie Bullock,2016-17,F,31,5,DET
Trey Burke,2016-17,G,57,0,WAS
Alec Burks,2016-17,G,42,0,UTA
Jimmy Butler,2016-17,F,76,75,CHI
Jose Calderon,2016-17,G,41,13,TOT
Kentavious Caldwell-Pope,2016-17,G,76,75,DET
Isaiah Canaan,2016-17,G,39,0,CHI
Clint Capela,2016-17,C,65,59,HOU
DeMarre Carroll,2016-17,F,72,72,TOR
Vince Carter,2016-17,F,73,15,MEM
Michael Carter-Williams,2016-17,G,45,19,CHI
Omri Casspi,2016-17,F,36,2,TOT
Willie Cauley-Stein,2016-17,C,75,21,SAC
Tyson Chandler,2016-17,C,47,46,PHO
Wilson Chandler,2016-17,F,71,33,DEN
Marquese Chriss,2016-17,F,82,75,PHO
Semaj Christon,2016-17,G,64,1,OKC
Ian Clark,2016-17,G,77,0,GSW
Jordan Clarkson,2016-17,G,82,19,LAL
Darren Collison,2016-17,G,68,64,SAC
Mike Conley,2016-17,G,69,68,MEM
Pat Connaughton,2016-17,G,39,1,POR
DeMarcus Cousins,2016-17,C,72,72,TOT
Robert Covington,2016-17,F,67,67,PHI
Allen Crabbe,2016-17,G,79,7,POR
Jamal Crawford,2016-17,G,82,1,LAC
Jae Crowder,2016-17,F,72,72,BOS
Dante Cunningham,2016-17,F,66,35,NOP
Seth Curry,2016-17,G,70,42,DAL
Stephen Curry,2016-17,G,79,79,GSW
Troy Daniels,2016-17,G,67,3,MEM
Anthony Davis,2016-17,C,75,75,NOP
Deyonta Davis,2016-17,C,36,0,MEM
Ed Davis,2016-17,F,46,12,POR
Dewayne Dedmon,2016-17,C,76,37,SAS
Sam Dekker,2016-17,F,77,2,HOU
Malcolm Delaney,2016-17,G,73,2,ATL
Matthew Dellavedova,2016-17,G,76,54,MIL
Luol Deng,2016-17,F,56,49,LAL
DeMar DeRozan,2016-17,G,74,74,TOR
Boris Diaw,2016-17,F,73,33,UTA
Gorgui Dieng,2016-17,F,82,82,MIN
Spencer Dinwiddie,2016-17,G,59,18,BRK
Goran Dragic,2016-17,G,73,73,MIA
Andre Drummond,2016-17,C,81,81,DET
Jared Dudley,2016-17,F,64,7,PHO
Mike Dunleavy,2016-17,F,53,2,TOT
Kris Dunn,2016-17,G,78,7,MIN
Kevin Durant,2016-17,F,62,62,GSW
Wayne Ellington,2016-17,G,62,13,MIA
Monta Ellis,2016-17,G,74,33,IND
Joel Embiid,2016-17,C,31,31,PHI
James Ennis III,2016-17,F,64,28,MEM
Tyler Ennis,2016-17,G,53,2,TOT
Tyreke Evans,2016-17,F,40,6,TOT
Dante Exum,2016-17,G,66,26,UTA
Kenneth Faried,2016-17,F,61,34,DEN
Derrick Favors,2016-17,F,50,39,UTA
Kay Felder,2016-17,G,42,0,CLE
Cristiano Felicio,2016-17,C,66,0,CHI
Raymond Felton,2016-17,G,80,11,LAC
Yogi Ferrell,2016-17,G,46,29,TOT
Dorian Finney-Smith,2016-17,F,81,35,DAL
Bryn Forbes,2016-17,G,36,0,SAS
Evan Fournier,2016-17,G,68,66,ORL
Randy Foye,2016-17,G,69,40,BRK
Tim Frazier,2016-17,G,65,35,NOP
Enes Freedom,2016-17,C,72,0,OKC
Channing Frye,2016-17,C,74,15,CLE
Danilo Gallinari,2016-17,F,63,63,DEN
Langston Galloway,2016-17,G,74,2,TOT
Marc Gasol,2016-17,C,74,74,MEM
Pau Gasol,2016-17,C,64,39,SAS
Rudy Gay,2016-17,F,30,30,SAC
Paul George,2016-17,F,75,75,IND
Taj Gibson,2016-17,F,78,71,TOT
Manu Ginobili,2016-17,G,69,0,SAS
Rudy Gobert,2016-17,C,81,81,UTA
Aaron Gordon,2016-17,F,80,72,ORL
Eric Gordon,2016-17,G,75,15,HOU
Marcin Gortat,2016-17,C,82,82,WAS
Jerami Grant,2016-17,F,80,4,TOT
Jerian Grant,2016-17,G,63,28,CHI
Danny Green,2016-17,G,68,68,SAS
Draymond Green,2016-17,F,76,76,GSW
Gerald Green,2016-17,F,47,0,BOS
JaMychal Green,2016-17,F,77,75,MEM
Jeff Green,2016-17,F,69,11,ORL
Blake Griffin,2016-17,F,61,61,LAC
Justin Hamilton,2016-17,C,64,7,BRK
Tim Hardaway Jr.,2016-17,G,79,30,ATL
James Harden,2016-17,G,81,81,HOU
Maurice Harkless,2016-17,F,77,69,POR
Montrezl Harrell,2016-17,C,58,14,HOU
Devin Harris,2016-17,G,65,0,DAL
Gary Harris,2016-17,G,57,56,DEN
Joe Harris,2016-17,G,52,11,BRK
Tobias Harris,2016-17,F,82,48,DET
Andrew Harrison,2016-17,G,72,18,MEM
Spencer Hawes,2016-17,F,54,1,TOT
Gordon Hayward,2016-17,F,73,73,UTA
Gerald Henderson,2016-17,G,72,41,PHI
John Henson,2016-17,C,58,39,MIL
Juancho Hernangomez,2016-17,F,62,9,DEN
Willy Hernangomez,2016-17,C,72,22,NYK
Mario Hezonja,2016-17,F,65,2,ORL
Roy Hibbert,2016-17,C,48,13,TOT
Buddy Hield,2016-17,G,82,55,TOT
Nene,2016-17,C,67,8,HOU
George Hill,2016-17,G,49,49,UTA
Solomon Hill,2016-17,F,80,71,NOP
Darrun Hilliard,2016-17,G,39,1,DET
Jrue Holiday,2016-17,G,67,61,NOP
Justin Holiday,2016-17,G,82,4,NYK
Rondae Hollis-Jefferson,2016-17,F,78,50,BRK
Richaun Holmes,2016-17,C,57,17,PHI
Rodney Hood,2016-17,G,59,55,UTA
Al Horford,2016-17,C,68,68,BOS
Dwight Howard,2016-17,C,74,74,ATL
Kris Humphries,2016-17,F,56,4,ATL
Serge Ibaka,2016-17,F,79,79,TOT
Andre Iguodala,2016-17,F,76,0,GSW
Ersan Ilyasova,2016-17,F,82,52,TOT
Joe Ingles,2016-17,F,82,26,UTA
Brandon Ingram,2016-17,F,79,40,LAL
Kyrie Irving,2016-17,G,72,72,CLE
Reggie Jackson,2016-17,G,52,50,DET
LeBron James,2016-17,F,74,74,CLE
Al Jefferson,2016-17,C,66,1,IND
Richard Jefferson,2016-17,F,79,13,CLE
Brandon Jennings,2016-17,G,81,13,TOT
Jonas Jerebko,2016-17,F,78,6,BOS
Amir Johnson,2016-17,F,80,77,BOS
James Johnson,2016-17,F,76,5,MIA
Joe Johnson,2016-17,F,78,14,UTA
Stanley Johnson,2016-17,F,77,1,DET
Tyler Johnson,2016-17,G,73,0,MIA
Wesley Johnson,2016-17,F,68,3,LAC
Nikola Jokic,2016-17,C,73,59,DEN
Derrick Jones Jr.,2016-17,F,32,8,PHO
James Jones,2016-17,F,48,2,CLE
Terrence Jones,2016-17,F,54,12,TOT
Tyus Jones,2016-17,G,60,0,MIN
DeAndre Jordan,2016-17,C,81,81,LAC
Cory Joseph,2016-17,G,80,22,TOR
Frank Kaminsky,2016-17,C,75,16,CHO
Michael Kidd-Gilchrist,2016-17,F,81,81,CHO
Sean Kilpatrick,2016-17,G,70,24,BRK
Brandon Knight,2016-17,G,54,5,PHO
Kyle Korver,2016-17,G,67,22,TOT
Kosta Koufos,2016-17,C,71,62,SAC
Mindaugas Kuzminskas,2016-17,F,68,5,NYK
Skal Labissiere,2016-17,F,33,12,SAC
Jeremy Lamb,2016-17,G,62,5,CHO
Joffrey Lauvergne,2016-17,F,70,1,TOT
Zach LaVine,2016-17,G,47,47,MIN
Ty Lawson,2016-17,G,69,24,SAC
Jake Layman,2016-17,F,35,1,POR
Courtney Lee,2016-17,G,77,74,NYK
David Lee,2016-17,F,79,10,SAS
Alex Len,2016-17,C,77,34,PHO
Kawhi Leonard,2016-17,F,74,74,SAS
Meyers Leonard,2016-17,F,74,12,POR
Jon Leuer,2016-17,F,75,34,DET
Caris LeVert,2016-17,F,57,26,BRK
DeAndre Liggins,2016-17,G,62,19,TOT
Damian Lillard,2016-17,G,75,75,POR
Jeremy Lin,2016-17,G,36,33,BRK
Shaun Livingston,2016-17,G,76,3,GSW
Kevon Looney,2016-17,C,53,4,GSW
Brook Lopez,2016-17,C,75,75,BRK
Robin Lopez,2016-17,C,81,81,CHI
Kevin Love,2016-17,F,60,60,CLE
Kyle Lowry,2016-17,G,60,60,TOR
Timothe Luwawu-Cabarrot,2016-17,F,69,19,PHI
Trey Lyles,2016-17,F,71,4,UTA
Sheldon Mac,2016-17,G,30,3,WAS
Shelvin Mack,2016-17,G,55,9,UTA
Ian Mahinmi,2016-17,C,31,0,WAS
Thon Maker,2016-17,C,57,34,MIL
Boban Marjanovic,2016-17,C,35,0,DET
Jarell Martin,2016-17,F,42,3,MEM
Wesley Matthews,2016-17,G,73,73,DAL
Luc Mbah a Moute,2016-17,F,80,76,LAC
James Michael McAdoo,2016-17,F,52,2,GSW
Patrick McCaw,2016-17,G,71,20,GSW
CJ McCollum,2016-17,G,80,80,POR
T.J. McConnell,2016-17,G,81,51,PHI
KJ McDaniels,2016-17,F,49,0,TOT
Doug McDermott,2016-17,F,66,5,TOT
JaVale McGee,2016-17,C,77,10,GSW
Rodney McGruder,2016-17,G,78,65,MIA
Ben McLemore,2016-17,G,61,26,SAC
Jordan McRae,2016-17,G,37,4,CLE
Jodie Meeks,2016-17,G,36,10,ORL
Salah Mejri,2016-17,C,73,11,DAL
CJ Miles,2016-17,F,76,29,IND
Patty Mills,2016-17,G,80,8,SAS
Paul Millsap,2016-17,F,69,67,ATL
Nikola Mirotic,2016-17,F,70,15,CHI
Greg Monroe,2016-17,C,81,0,MIL
E'Twaun Moore,2016-17,G,73,22,NOP
Marcus Morris Sr.,2016-17,F,79,79,DET
Markieff Morris,2016-17,F,76,76,WAS
Anthony Morrow,2016-17,G,49,7,TOT
Donatas Motiejunas,2016-17,F,34,0,NOP
Timofey Mozgov,2016-17,C,54,52,LAL
Emmanuel Mudiay,2016-17,G,55,41,DEN
Shabazz Muhammad,2016-17,F,78,1,MIN
Dejounte Murray,2016-17,G,38,8,SAS
Jamal Murray,2016-17,G,82,10,DEN
Mike Muscala,2016-17,C,70,3,ATL
Larry Nance Jr.,2016-17,F,63,7,LAL
Shabazz Napier,2016-17,G,53,2,POR
Maurice Ndour,2016-17,F,32,4,NYK
Jameer Nelson,2016-17,G,75,39,DEN
Raul Neto,2016-17,G,40,0,UTA
Andrew Nicholson,2016-17,F,38,0,TOT
Joakim Noah,2016-17,C,46,46,NYK
Nerlens Noel,2016-17,C,51,19,TOT
Lucas Nogueira,2016-17,C,57,6,TOR
Dirk Nowitzki,2016-17,F,54,54,DAL
Jusuf Nurkic,2016-17,C,65,48,TOT
Kyle O'Quinn,2016-17,C,79,8,NYK
Jahlil Okafor,2016-17,C,50,33,PHI
Victor Oladipo,2016-17,G,67,67,OKC
Kelly Olynyk,2016-17,C,75,6,BOS
Kelly Oubre Jr.,2016-17,F,79,5,WAS
Zaza Pachulia,2016-17,C,70,70,GSW
Jabari Parker,2016-17,F,51,50,MIL
Tony Parker,2016-17,G,63,63,SAS
Chandler Parsons,2016-17,F,34,34,MEM
Patrick Patterson,2016-17,F,65,8,TOR
Chris Paul,2016-17,G,61,61,LAC
Cameron Payne,2016-17,G,31,0,TOT
Elfrid Payton,2016-17,G,82,58,ORL
Mason Plumlee,2016-17,C,81,64,TOT
Miles Plumlee,2016-17,C,45,12,TOT
Jakob Poeltl,2016-17,C,54,4,TOR
Otto Porter Jr.,2016-17,F,80,80,WAS
Bobby Portis,2016-17,F,64,13,CHI
Kristaps Porzingis,2016-17,F,66,65,NYK
Dwight Powell,2016-17,C,77,3,DAL
Norman Powell,2016-17,G,76,18,TOR
Taurean Prince,2016-17,F,59,10,ATL
Julius Randle,2016-17,F,74,73,LAL
Zach Randolph,2016-17,F,73,5,MEM
JJ Redick,2016-17,G,78,78,LAC
Willie Reed,2016-17,C,71,5,MIA
Josh Richardson,2016-17,G,53,34,MIA
Austin Rivers,2016-17,G,74,29,LAC
Andre Roberson,2016-17,F,79,79,OKC
Brian Roberts,2016-17,G,41,2,CHO
Glenn Robinson III,2016-17,F,69,27,IND
Thomas Robinson,2016-17,F,48,1,LAL
Sergio Rodriguez,2016-17,G,68,30,PHI
Rajon Rondo,2016-17,G,69,42,CHI
Derrick Rose,2016-17,G,64,64,NYK
Terrence Ross,2016-17,F,78,24,TOT
Terry Rozier,2016-17,G,74,0,BOS
Ricky Rubio,2016-17,G,75,75,MIN
Damjan Rudez,2016-17,F,45,0,ORL
Brandon Rush,2016-17,G,47,33,MIN
D'Angelo Russell,2016-17,G,63,60,LAL
Domantas Sabonis,2016-17,F,81,66,OKC
Dario Saric,2016-17,F,81,36,PHI
Tomas Satoransky,2016-17,G,57,3,WAS
Dennis Schroder,2016-17,G,79,78,ATL
Luis Scola,2016-17,F,36,1,BRK
Thabo Sefolosha,2016-17,F,62,42,ATL
Kevin Seraphin,2016-17,F,49,3,IND
Ramon Sessions,2016-17,G,50,1,CHO
Iman Shumpert,2016-17,G,76,31,CLE
Pascal Siakam,2016-17,F,55,38,TOR
Jonathon Simmons,2016-17,G,78,8,SAS
Kyle Singler,2016-17,F,32,2,OKC
Marcus Smart,2016-17,G,79,24,BOS
Ish Smith,2016-17,G,81,32,DET
JR Smith,2016-17,G,41,35,CLE
Jason Smith,2016-17,C,74,3,WAS
Tony Snell,2016-17,G,80,80,MIL
Marreese Speights,2016-17,C,82,2,LAC
Nik Stauskas,2016-17,G,80,27,PHI
Rodney Stuckey,2016-17,G,39,0,IND
Jeff Teague,2016-17,G,82,82,IND
Mirza Teletovic,2016-17,F,70,2,MIL
Garrett Temple,2016-17,G,65,21,SAC
Jason Terry,2016-17,G,74,0,MIL
Isaiah Thomas,2016-17,G,76,76,BOS
Lance Thomas,2016-17,F,46,15,NYK
Hollis Thompson,2016-17,G,40,9,TOT
Klay Thompson,2016-17,G,78,78,GSW
Tristan Thompson,2016-17,C,78,78,CLE
Marcus Thornton,2016-17,G,33,1,WAS
Anthony Tolliver,2016-17,F,65,9,SAC
Karl-Anthony Towns,2016-17,C,82,82,MIN
P.J. Tucker,2016-17,F,81,21,TOT
Evan Turner,2016-17,F,65,12,POR
Myles Turner,2016-17,C,81,81,IND
Beno Udrih,2016-17,G,39,0,DET
Tyler Ulis,2016-17,G,61,15,PHO
Jonas Valanciunas,2016-17,C,80,80,TOR
Denzel Valentine,2016-17,G,57,0,CHI
Fred VanVleet,2016-17,G,37,0,TOR
Rashad Vaughn,2016-17,G,41,2,MIL
Noah Vonleh,2016-17,F,74,41,POR
Nikola Vucevic,2016-17,C,75,55,ORL
Sasha Vujacic,2016-17,G,42,4,NYK
Dwyane Wade,2016-17,G,60,59,CHI
Dion Waiters,2016-17,G,46,43,MIA
Kemba Walker,2016-17,G,79,79,CHO
John Wall,2016-17,G,78,78,WAS
T.J. Warren,2016-17,F,66,59,PHO
C.J. Watson,2016-17,G,62,9,ORL
David West,2016-17,C,68,0,GSW
Russell Westbrook,2016-17,G,81,81,OKC
Okaro White,2016-17,F,35,0,MIA
Isaiah Whitehead,2016-17,G,73,26,BRK
Hassan Whiteside,2016-17,C,77,77,MIA
Andrew Wiggins,2016-17,F,82,82,MIN
Alan Williams,2016-17,C,47,0,PHO
Deron Williams,2016-17,G,64,44,TOT
Derrick Williams,2016-17,F,50,11,TOT
Lou Williams,2016-17,G,81,1,TOT
Marvin Williams,2016-17,F,76,76,CHO
Troy Williams,2016-17,F,30,16,TOT
Jeff Withey,2016-17,C,51,1,UTA
Joe Young,2016-17,G,33,0,IND
Nick Young,2016-17,G,60,60,LAL
Thaddeus Young,2016-17,F,74,74,IND
Cody Zeller,2016-17,C,62,58,CHO
Tyler Zeller,2016-17,C,51,5,BOS
Paul Zipser,2016-17,F,44,18,CHI
Ivica Zubac,2016-17,C,38,11,LAL
Alex Abrines,2017-18,G,75,8,OKC
Quincy Acy,2017-18,F,70,8,BRK
Steven Adams,2017-18,C,76,76,OKC
Bam Adebayo,2017-18,C,69,19,MIA
Arron Afflalo,2017-18,G,53,3,ORL
LaMarcus Aldridge,2017-18,C,75,75,SAS
Jarrett Allen,2017-18,C,72,31,BRK
Al-Farouq Aminu,2017-18,F,69,67,POR
Justin Anderson,2017-18,F,38,0,PHI
Kyle Anderson,2017-18,F,74,67,SAS
Ryan Anderson,2017-18,F,66,50,HOU
Giannis Antetokounmpo,2017-18,F,75,75,MIL
Carmelo Anthony,2017-18,F,78,78,OKC
OG Anunoby,2017-18,F,74,62,TOR
Trevor Ariza,2017-18,F,67,67,HOU
D.J. Augustin,2017-18,G,75,36,ORL
Luke Babbitt,2017-18,F,50,14,TOT
Dwayne Bacon,2017-18,G,53,6,CHO
Lonzo Ball,2017-18,G,52,50,LAL
J.J. Barea,2017-18,G,69,10,DAL
Harrison Barnes,2017-18,F,77,77,DAL
Will Barton,2017-18,G,81,40,DEN
Nicolas Batum,2017-18,G,64,64,CHO
Jerryd Bayless,2017-18,G,39,11,PHI
Aron Baynes,2017-18,C,81,67,BOS
Kent Bazemore,2017-18,G,65,65,ATL
Bradley Beal,2017-18,G,82,82,WAS
Malik Beasley,2017-18,G,62,0,DEN
Michael Beasley,2017-18,F,74,30,NYK
Marco Belinelli,2017-18,G,80,2,TOT
Jordan Bell,2017-18,C,57,13,GSW
Dragan Bender,2017-18,F,82,37,PHO
Davis Bertans,2017-18,F,77,10,SAS
Khem Birch,2017-18,C,42,0,ORL
Bismack Biyombo,2017-18,C,82,25,ORL
Nemanja Bjelica,2017-18,F,67,21,MIN
Tarik Black,2017-18,C,51,2,HOU
Eric Bledsoe,2017-18,G,74,74,TOT
Bogdan Bogdanovic,2017-18,G,78,53,SAC
Bojan Bogdanovic,2017-18,F,80,80,IND
Devin Booker,2017-18,G,54,54,PHO
Trevor Booker,2017-18,F,68,7,TOT
Avery Bradley,2017-18,G,46,46,TOT
Corey Brewer,2017-18,F,72,18,TOT
Malcolm Brogdon,2017-18,G,48,20,MIL
Aaron Brooks,2017-18,G,32,1,MIN
Dillon Brooks,2017-18,F,82,74,MEM
Jaylen Brown,2017-18,G,70,70,BOS
Sterling Brown,2017-18,G,54,4,MIL
Reggie Bullock,2017-18,F,62,52,DET
Trey Burke,2017-18,G,36,9,NYK
Alec Burks,2017-18,G,64,1,UTA
Jimmy Butler,2017-18,G,59,59,MIN
Jose Calderon,2017-18,G,57,32,CLE
Kentavious Caldwell-Pope,2017-18,G,74,74,LAL
Clint Capela,2017-18,C,74,74,HOU
DeMarre Carroll,2017-18,F,73,73,BRK
Vince Carter,2017-18,F,58,5,SAC
Michael Carter-Williams,2017-18,G,52,2,CHO
Alex Caruso,2017-18,G,37,7,LAL
Omri Casspi,2017-18,F,53,7,GSW
Willie Cauley-Stein,2017-18,C,73,58,SAC
Tyler Cavanaugh,2017-18,F,39,1,ATL
Mario Chalmers,2017-18,G,66,10,MEM
Tyson Chandler,2017-18,C,46,46,PHO
Wilson Chandler,2017-18,F,74,71,DEN
Marquese Chriss,2017-18,F,72,49,PHO
Ian Clark,2017-18,G,74,2,NOP
Jordan Clarkson,2017-18,G,81,2,TOT
John Collins,2017-18,F,74,26,ATL
Zach Collins,2017-18,C,66,1,POR
Kyle Collinsworth,2017-18,F,32,2,DAL
Darren Collison,2017-18,G,69,64,IND
Pat Connaughton,2017-18,G,82,5,POR
Quinn Cook,2017-18,G,33,18,GSW
DeMarcus Cousins,2017-18,C,48,48,NOP
Robert Covington,2017-18,F,80,80,PHI
Allen Crabbe,2017-18,G,75,68,BRK
Torrey Craig,2017-18,F,39,5,DEN
Jamal Crawford,2017-18,G,80,0,MIN
Jae Crowder,2017-18,F,80,47,TOT
Dante Cunningham,2017-18,F,73,25,TOT
Stephen Curry,2017-18,G,51,51,GSW
Troy Daniels,2017-18,G,79,15,PHO
Anthony Davis,2017-18,F,75,75,NOP
Deyonta Davis,2017-18,C,62,6,MEM
Ed Davis,2017-18,C,78,0,POR
Dewayne Dedmon,2017-18,C,62,46,ATL
Sam Dekker,2017-18,F,73,1,LAC
Malcolm Delaney,2017-18,G,54,3,ATL
Matthew Dellavedova,2017-18,G,38,3,MIL
DeMar DeRozan,2017-18,G,80,80,TOR
Cheick Diallo,2017-18,F,52,0,NOP
Gorgui Dieng,2017-18,C,79,0,MIN
Spencer Dinwiddie,2017-18,G,80,58,BRK
Tyler Dorsey,2017-18,G,56,5,ATL
Damyean Dotson,2017-18,G,44,2,NYK
Goran Dragic,2017-18,G,75,75,MIA
Andre Drummond,2017-18,C,78,78,DET
Jared Dudley,2017-18,F,48,0,PHO
Kris Dunn,2017-18,G,52,43,CHI
Kevin Durant,2017-18,F,68,68,GSW
Henry Ellenson,2017-18,F,38,0,DET
Wayne Ellington,2017-18,G,77,2,MIA
Joel Embiid,2017-18,C,63,63,PHI
James Ennis III,2017-18,F,72,22,TOT
Tyler Ennis,2017-18,G,54,11,LAL
Jawun Evans,2017-18,G,48,4,LAC
Tyreke Evans,2017-18,G,52,32,MEM
Kenneth Faried,2017-18,F,32,7,DEN
Derrick Favors,2017-18,C,77,77,UTA
Cristiano Felicio,2017-18,C,55,16,CHI
Raymond Felton,2017-18,G,82,2,OKC
Terrance Ferguson,2017-18,G,61,12,OKC
Yogi Ferrell,2017-18,G,82,21,DAL
Bryn Forbes,2017-18,G,80,12,SAS
Evan Fournier,2017-18,F,57,57,ORL
De'Aaron Fox,2017-18,G,73,60,SAC
Tim Frazier,2017-18,G,59,11,WAS
Enes Freedom,2017-18,C,71,71,NYK
Channing Frye,2017-18,C,53,1,TOT
Langston Galloway,2017-18,G,58,2,DET
Marc Gasol,2017-18,C,73,73,MEM
Pau Gasol,2017-18,C,77,63,SAS
Rudy Gay,2017-18,F,57,6,SAS
Paul George,2017-18,F,79,79,OKC
Marcus Georges-Hunt,2017-18,G,42,0,MIN
Taj Gibson,2017-18,F,82,82,MIN
Manu Ginobili,2017-18,G,65,0,SAS
Rudy Gobert,2017-18,C,56,56,UTA
Aaron Gordon,2017-18,F,58,57,ORL
Eric Gordon,2017-18,G,69,30,HOU
Marcin Gortat,2017-18,C,82,82,WAS
Treveon Graham,2017-18,G,63,2,CHO
Jerami Grant,2017-18,F,81,1,OKC
Jerian Grant,2017-18,G,74,26,CHI
Danny Green,2017-18,G,70,60,SAS
Draymond Green,2017-18,F,70,70,GSW
Gerald Green,2017-18,G,41,2,HOU
JaMychal Green,2017-18,F,55,54,MEM
Jeff Green,2017-18,F,78,13,CLE
Blake Griffin,2017-18,F,58,58,TOT
Tim Hardaway Jr.,2017-18,G,57,54,NYK
James Harden,2017-18,G,72,72,HOU
Maurice Harkless,2017-18,F,59,36,POR
Montrezl Harrell,2017-18,C,76,3,LAC
Devin Harris,2017-18,G,71,1,TOT
Gary Harris,2017-18,G,67,65,DEN
Joe Harris,2017-18,G,78,14,BRK
Tobias Harris,2017-18,F,80,80,TOT
Andrew Harrison,2017-18,G,56,46,MEM
Josh Hart,2017-18,G,63,23,LAL
John Henson,2017-18,C,76,69,MIL
Willy Hernangomez,2017-18,C,48,1,TOT
Mario Hezonja,2017-18,F,75,30,ORL
Buddy Hield,2017-18,G,80,12,SAC
Nene,2017-18,C,52,4,HOU
George Hill,2017-18,G,67,60,TOT
Jrue Holiday,2017-18,G,81,81,NOP
Justin Holiday,2017-18,G,72,72,CHI
Rondae Hollis-Jefferson,2017-18,F,68,59,BRK
Richaun Holmes,2017-18,C,48,2,PHI
Rodney Hood,2017-18,G,60,23,TOT
Al Horford,2017-18,C,72,72,BOS
Dwight Howard,2017-18,C,81,81,CHO
Josh Huestis,2017-18,F,69,10,OKC
Serge Ibaka,2017-18,F,76,76,TOR
Andre Iguodala,2017-18,F,64,7,GSW
Ersan Ilyasova,2017-18,F,69,43,TOT
Joe Ingles,2017-18,F,82,81,UTA
Brandon Ingram,2017-18,F,59,59,LAL
Kyrie Irving,2017-18,G,60,60,BOS
Wes Iwundu,2017-18,F,62,12,ORL
Jarrett Jack,2017-18,G,62,56,NYK
Josh Jackson,2017-18,F,77,35,PHO
Justin Jackson,2017-18,F,68,41,SAC
Reggie Jackson,2017-18,G,45,45,DET
LeBron James,2017-18,F,82,82,CLE
Mike James,2017-18,G,36,10,TOT
Al Jefferson,2017-18,C,36,1,IND
Jonas Jerebko,2017-18,F,74,19,UTA
Amir Johnson,2017-18,C,74,18,PHI
Dakari Johnson,2017-18,C,31,6,OKC
James Johnson,2017-18,F,73,41,MIA
Joe Johnson,2017-18,F,55,4,TOT
Stanley Johnson,2017-18,F,69,50,DET
Tyler Johnson,2017-18,G,72,39,MIA
Wesley Johnson,2017-18,F,74,40,LAC
Nikola Jokic,2017-18,C,75,73,DEN
Tyus Jones,2017-18,G,82,11,MIN
DeAndre Jordan,2017-18,C,77,77,LAC
Cory Joseph,2017-18,G,82,17,IND
Frank Kaminsky,2017-18,F,79,4,CHO
Luke Kennard,2017-18,G,73,9,DET
Michael Kidd-Gilchrist,2017-18,F,74,74,CHO
Sean Kilpatrick,2017-18,G,52,1,TOT
Maxi Kleber,2017-18,F,72,36,DAL
Kyle Korver,2017-18,G,73,4,CLE
Kosta Koufos,2017-18,C,71,13,SAC
Kyle Kuzma,2017-18,F,77,37,LAL
Skal Labissiere,2017-18,F,60,28,SAC
